# MAGPI_ID      z_spec        SFR        SFR_err  SFR_flag
#==Notes: SFR_flag=0 use Ha/Hb for correction, 1 use Ha/Hg, 2 use Hb/Hg, 3 use Hb/Hd==
#==Require S/N>=3 on both lines; Corrections assume Milky Way extinction curve==
2302071358      1.28830          NaN          NaN     -99
2302076085     0.140200    0.0197415  0.000759488       0
2302076207     0.246900          NaN          NaN     -99
2302080149     0.833600    0.0684557    0.0603695       2
2302085072      1.24630          NaN          NaN     -99
2302088237      1.32740          NaN          NaN     -99
2302096105     0.767200     0.405578     0.137280       2
2302104216     0.372300    0.0753322   0.00295474       0
2302106163     0.613200    0.0911102    0.0563770       2
2302109149     0.452300          NaN          NaN     -99
2302110228      1.32650          NaN          NaN     -99
2302147060     0.734000          NaN          NaN     -99
2302157312     0.728600     0.806741     0.101576       2
2302163079     0.482700      1.45405     0.189269       2
2302165147     0.575000      2.29922     0.312075       2
2302192123     0.193100     0.106323   0.00148762       1
2302192319     0.888500      1.02281     0.290317       2
2302196199     0.292600          NaN          NaN     -99
2302197233     0.293200          NaN          NaN     -99
2302201268     0.656800          NaN          NaN     -99
2302205338     0.294700          NaN          NaN     -99
2302220315     0.886900      6.02122     0.528291       2
2302221354     0.658800    0.0945338    0.0985799       2
2302227173     0.293300          NaN          NaN     -99
2302233106      1.01290          NaN          NaN     -99
2302234111      1.24640          NaN          NaN     -99
2302245218     0.289800          NaN          NaN     -99
2302265123     0.294300     0.155805    0.0123375       0
2302266205      1.01230          NaN          NaN     -99
2302269097     0.481700   0.00787319   0.00815152       2
2302273166      1.01250          NaN          NaN     -99
2302280234     0.291400     0.310815   0.00352089       0
2302300086      1.01300          NaN          NaN     -99
2302301296     0.292000   0.00356610  0.000305355       0
2302303345     0.744700    0.0239870    0.0138204       3
2302307102     0.774800      1.01089     0.918591       2
2302310085     0.461900     0.108474    0.0852425       2
2303028087     0.679200          NaN          NaN     -99
2303030270     0.476500      23.0199      17.7476       2
2303047347     0.774900      8.61420      4.95022       2
2303048228     0.535700          NaN          NaN     -99
2303067149      1.33410          NaN          NaN     -99
2303073257     0.301100    0.0383560   0.00302302       0
2303076356     0.947300          NaN          NaN     -99
2303081075     0.674600    0.0434390    0.0487571       2
2303082225     0.777600      12.3731      5.65361       3
2303086057      1.43280          NaN          NaN     -99
2303096297     0.679400          NaN          NaN     -99
2303121065     0.788600     0.836961     0.307233       2
2303136286     0.539300      3.47760      2.07938       2
2303137291     0.341700          NaN          NaN     -99
2303141049     0.478800          NaN          NaN     -99
2303141240      1.44270          NaN          NaN     -99
2303145342     0.776100          NaN          NaN     -99
2303148291     0.363300     0.174094   0.00394680       0
2303163148      1.33300          NaN          NaN     -99
2303171110     0.675000     0.964674     0.588074       2
2303174205     0.730000     0.155252    0.0628664       2
2303176295      1.21540          NaN          NaN     -99
2303190116     0.564800     0.605446     0.230182       2
2303197196     0.342800      4.55800     0.195666       0
2303198354     0.678700          NaN          NaN     -99
2303205324     0.536300      1.06882     0.184443       2
2303206223     0.379300     0.151077    0.0149187       0
2303208308     0.536100      7.78489      1.03754       2
2303213150     0.564100      1.15665     0.459842       2
2303220356     0.673600          NaN          NaN     -99
2303221186     0.478100     0.271931    0.0603918       2
2303222091      1.17840          NaN          NaN     -99
2303222209     0.736300    0.0530568    0.0476672       2
2303225361     0.674300          NaN          NaN     -99
2303232239     0.416300     0.123824   0.00845262       0
2303234257     0.825200          NaN          NaN     -99
2303244114      1.21280          NaN          NaN     -99
2303246161     0.564100     0.297532     0.116539       2
2303262130     0.307900    0.0199367   0.00167798       0
2303268195     0.416500     0.152500   0.00586290       0
2303284332     0.671900     0.146942     0.213034       2
2303296142     0.888300      1.79980     0.639175       2
2303302279     0.479400     0.557196     0.405787       2
2303312049     0.899800          NaN          NaN     -99
2303318110     0.776100          NaN          NaN     -99
2303318233     0.887400     0.194968    0.0668609       2
2303318253      1.18260          NaN          NaN     -99
2303323234     0.293700    0.0350495   0.00321745       0
2303324306     0.674400    0.0763969     0.109394       2
2303324360     0.832100      3.90631      4.59170       2
2303325316      1.46000          NaN          NaN     -99
2303326208     0.121800    0.0125446  0.000707154       0
2303349164     0.788700          NaN          NaN     -99
2304045162     0.285400     0.341337    0.0127443       0
2304060086     0.782200      1.62431     0.358914       2
2304068093     0.452100      1.07762     0.242990       2
2304070240     0.861400          NaN          NaN     -99
2304076123      1.05970          NaN          NaN     -99
2304080135     0.703400          NaN          NaN     -99
2304088138     0.785200          NaN          NaN     -99
2304095267     0.815100      2.11390     0.980181       2
2304104201     0.288200      5.80145    0.0633837       0
2304107235     0.702700          NaN          NaN     -99
2304119316     0.287800    0.0662539   0.00258917       0
2304123090      1.05930          NaN          NaN     -99
2304126068      1.22350          NaN          NaN     -99
2304149133     0.979400          NaN          NaN     -99
2304154276      1.29110          NaN          NaN     -99
2304158110     0.339500     0.168788   0.00671684       0
2304164269      1.18720          NaN          NaN     -99
2304166326      1.01400          NaN          NaN     -99
2304175167     0.781400     0.693574     0.451076       2
2304186170     0.781500          NaN          NaN     -99
2304188222     0.282800     0.560072    0.0568252       0
2304191285     0.394900    0.0111310   0.00165365       0
2304194044     0.833300      5.25889      1.35615       2
2304196198     0.285700      1.50943     0.242492       0
2304202299     0.336500     0.563139   0.00868906       0
2304216163     0.179600     0.586713    0.0200110       0
2304223325      1.33850          NaN          NaN     -99
2304225105     0.703500          NaN          NaN     -99
2304225196     0.603200     0.127093     0.117761       2
2304229060     0.680100    0.0415992    0.0484915       2
2304251290     0.484700    0.0307112    0.0239762       2
2304262266     0.604700      1.29376     0.345006       2
2304266176     0.702700          NaN          NaN     -99
2304279199     0.285100      1.97680     0.178761       0
2304295343      1.33950          NaN          NaN     -99
2304324364     0.386600      1.02536     0.248529       0
2304330328     0.175900     0.806270    0.0156985       0
2304333325     0.175800    0.0217370   0.00613424       0
2304335172     0.784900     0.437791     0.180552       3
2304352119     0.702000     0.354028     0.237645       2
2304353277      1.28910          NaN          NaN     -99
2305040193     0.526100     0.395036    0.0726826       2
2305040214     0.526300     0.538253     0.173272       2
2305063101     0.487600          NaN          NaN     -99
2305063143     0.320500          NaN          NaN     -99
2305064356     0.696700          NaN          NaN     -99
2305074133      1.12180          NaN          NaN     -99
2305076034     0.827300          NaN          NaN     -99
2305081126     0.798300          NaN          NaN     -99
2305090050      1.37150          NaN          NaN     -99
2305094248     0.314400    0.0435135   0.00235494       0
2305095086      1.06720          NaN          NaN     -99
2305097232     0.827600          NaN          NaN     -99
2305114173      1.20490          NaN          NaN     -99
2305118225     0.319600          NaN          NaN     -99
2305123267     0.701400          NaN          NaN     -99
2305123302     0.721600    0.0468000    0.0134640       3
2305124288     0.320000          NaN          NaN     -99
2305129254     0.945000          NaN          NaN     -99
2305131173     0.318700          NaN          NaN     -99
2305132060      1.36710          NaN          NaN     -99
2305136036     0.763100     0.913427     0.460469       2
2305137053     0.310100    0.0271904   0.00187241       0
2305148056     0.314500          NaN          NaN     -99
2305151035     0.317400          NaN          NaN     -99
2305167325      1.10750          NaN          NaN     -99
2305173101     0.376200    0.0169432   0.00154327       0
2305179035      1.32110          NaN          NaN     -99
2305190139      1.22340          NaN          NaN     -99
2305190208     0.324400    0.0197349   0.00114328       0
2305192225     0.697000          NaN          NaN     -99
2305192319     0.385300     0.429828    0.0465424       0
2305196343     0.386700    0.0959508   0.00731028       0
2305197198     0.317300          NaN          NaN     -99
2305197261     0.206800    0.0193354  0.000947804       1
2305217067     0.316900    0.0138116   0.00814610       3
2305226109     0.314700          NaN          NaN     -99
2305232067     0.693100      2.54082     0.268575       2
2305232117     0.385400   0.00623424   0.00180210       0
2305232132      1.22310          NaN          NaN     -99
2305246049     0.318000          NaN          NaN     -99
2305250145     0.319800          NaN          NaN     -99
2305257086      1.22570          NaN          NaN     -99
2305269300     0.487900     0.333011    0.0515639       2
2305271246     0.372100          NaN          NaN     -99
2305272316     0.371800    0.0715495   0.00324583       0
2305274289     0.372500   0.00486961  0.000847752       0
2305275086      1.25020          NaN          NaN     -99
2305289115     0.827500          NaN          NaN     -99
2305306221      1.27090          NaN          NaN     -99
2305310062      1.14170          NaN          NaN     -99
2305321191      1.27390          NaN          NaN     -99
2305328344      1.37710          NaN          NaN     -99
2305332151     0.306400    0.0933937   0.00283892       0
2305340284     0.317000          NaN          NaN     -99
2305342325     0.372200     0.518997    0.0223643       0
2305343202     0.320000          NaN          NaN     -99
2306071342      1.08200          NaN          NaN     -99
2306085259     0.412700    0.0459172   0.00782658       0
2306088290     0.885800          NaN          NaN     -99
2306091212     0.976600          NaN          NaN     -99
2306094125     0.521700    0.0303481    0.0146472       2
2306097277     0.705500      17.0010      4.03757       2
2306105078     0.429200      1.42520     0.117609       2
2306105284     0.801200     0.258768     0.104515       3
2306106190      1.08200          NaN          NaN     -99
2306108337     0.173300     0.126759   0.00148971       0
2306109070     0.429000     0.204704    0.0444198       2
2306111080     0.429400      1.08697     0.133018       2
2306111281     0.705800     0.131770    0.0837289       2
2306113099      1.30030          NaN          NaN     -99
2306116330     0.960400          NaN          NaN     -99
2306123236     0.978100          NaN          NaN     -99
2306127313     0.959400          NaN          NaN     -99
2306130337     0.980900          NaN          NaN     -99
2306132210     0.646200    0.0951972    0.0917648       2
2306134137     0.429000     0.476898     0.135262       2
2306139077     0.429400    0.0598712    0.0143623       2
2306144318     0.979900          NaN          NaN     -99
2306150262     0.978700          NaN          NaN     -99
2306160250     0.980100          NaN          NaN     -99
2306167327     0.848100      1.35800     0.603999       2
2306170094      1.19650          NaN          NaN     -99
2306177173     0.981400          NaN          NaN     -99
2306191272     0.703800     0.879614     0.229346       2
2306197198     0.313900          NaN          NaN     -99
2306203078     0.703000          NaN          NaN     -99
2306203350     0.679400     0.155514     0.114613       2
2306208145      1.21360          NaN          NaN     -99
2306210051      1.20560          NaN          NaN     -99
2306216047      1.20530          NaN          NaN     -99
2306227251     0.675700      11.7807      9.46799       2
2306228251     0.675800      7.98550      1.90740       2
2306241264      1.19630          NaN          NaN     -99
2306244101      1.19400          NaN          NaN     -99
2306249283      1.18640          NaN          NaN     -99
2306249312      1.19210          NaN          NaN     -99
2306250163     0.703900     0.812701     0.297404       2
2306269342     0.438000     0.423972    0.0895857       2
2306276140     0.801600          NaN          NaN     -99
2306283351     0.980700          NaN          NaN     -99
2306285177      1.19600          NaN          NaN     -99
2306288280     0.524100    0.0299717    0.0146125       2
2306290320     0.979500          NaN          NaN     -99
2306291154     0.508500          NaN          NaN     -99
2306296245     0.703100    0.0644043    0.0689321       2
2306299134      1.19410          NaN          NaN     -99
2306309215      1.38120          NaN          NaN     -99
2306319078    0.0840000     0.480055   0.00649105       0
2306328225     0.801400    0.0196497    0.0135429       3
2306334313     0.797900      1.33652     0.272245       2
2306340286     0.797000     0.133911    0.0617405       2
2306345248      1.42700          NaN          NaN     -99
2306349353     0.645900     0.118951     0.186865       2
2306350148     0.711100     0.654457     0.239325       2
2306350331      1.30130          NaN          NaN     -99
2306352255      1.08260          NaN          NaN     -99
2306361106      1.19230          NaN          NaN     -99
2306365123     0.732100          NaN          NaN     -99
2307030144     0.615600      4.68630      2.99920       2
2307036112     0.337300          NaN          NaN     -99
2307046153      1.30410          NaN          NaN     -99
2307049091      1.30450          NaN          NaN     -99
2307053147      1.25010          NaN          NaN     -99
2307059250     0.336500     0.275960    0.0451147       0
2307063182     0.334700   0.00159653  0.000773066       3
2307083215     0.335700          NaN          NaN     -99
2307094146      1.30240          NaN          NaN     -99
2307113124      1.25360          NaN          NaN     -99
2307136061      1.17650          NaN          NaN     -99
2307145281     0.335800          NaN          NaN     -99
2307147117     0.835500          NaN          NaN     -99
2307153115     0.766500     0.232523    0.0957284       2
2307155266     0.481000    0.0179659   0.00968369       2
2307182110     0.334300          NaN          NaN     -99
2307182236     0.828600          NaN          NaN     -99
2307193118      1.24990          NaN          NaN     -99
2307197200     0.335700          NaN          NaN     -99
2307203233     0.334900          NaN          NaN     -99
2307207180     0.335700          NaN          NaN     -99
2307216174      1.29820          NaN          NaN     -99
2307216311     0.458100          NaN          NaN     -99
2307228105     0.334200          NaN          NaN     -99
2307236292     0.637600    0.0682510    0.0321580       2
2307245220     0.396000   0.00949311   0.00145147       0
2307258066      1.21270          NaN          NaN     -99
2307264076     0.841800     0.740923     0.351711       2
2307267077     0.336900          NaN          NaN     -99
2307279197      1.07590          NaN          NaN     -99
2307285098      1.07350          NaN          NaN     -99
2307297145    0.0843000   0.00296765  0.000109533       0
2307313119      1.21290          NaN          NaN     -99
2307315157     0.922100          NaN          NaN     -99
2307355263     0.335300          NaN          NaN     -99
2307361048      1.20850          NaN          NaN     -99
2308035151      1.13960          NaN          NaN     -99
2308045077     0.557600      2.41606      1.33321       2
2308063334     0.387400     0.305933    0.0119263       0
2308069035     0.747700      49.6341      68.8933       2
2308074355     0.774200     0.473874     0.435738       2
2308076115     0.622500     0.106759    0.0698626       2
2308076143      1.01810          NaN          NaN     -99
2308076271     0.387600     0.617890    0.0155959       0
2308082155      1.02000          NaN          NaN     -99
2308097160      1.13900          NaN          NaN     -99
2308105335      1.03300          NaN          NaN     -99
2308129329     0.388000     0.508437   0.00755092       0
2308140242     0.808100     0.273981     0.272311       2
2308141103      1.11630          NaN          NaN     -99
2308142302      1.00560          NaN          NaN     -99
2308151126     0.347400          NaN          NaN     -99
2308166074     0.832600    0.0364570    0.0400836       2
2308168162     0.346200   0.00472452   0.00178859       0
2308181158     0.346700   0.00737192   0.00220062       0
2308184285      1.01260          NaN          NaN     -99
2308186140     0.347700     0.922572    0.0132540       0
2308194113      1.14270          NaN          NaN     -99
2308197154      1.14780          NaN          NaN     -99
2308198064     0.345300          NaN          NaN     -99
2308198197     0.346900      9.71885      1.59344       0
2308207056     0.999800          NaN          NaN     -99
2308211114     0.999700          NaN          NaN     -99
2308219108     0.456800          NaN          NaN     -99
2308227112     0.457200     0.291901     0.159599       2
2308246262      1.31590          NaN          NaN     -99
2308248215     0.348300      1.33184    0.0321338       0
2308250227     0.347900     0.188191   0.00545432       0
2308254223     0.348000    0.0652582   0.00394614       0
2308255098     0.795900          NaN          NaN     -99
2308258220     0.347900     0.121558   0.00611679       0
2308265117     0.724900     0.334803     0.116672       2
2308268103     0.345700    0.0153205   0.00237775       0
2308269162      1.01210          NaN          NaN     -99
2308278266      1.14760          NaN          NaN     -99
2308289296      1.02020          NaN          NaN     -99
2308292149     0.724500     0.229471     0.122250       2
2308295194     0.346200     0.383750    0.0270330       0
2308296332      1.14920          NaN          NaN     -99
2308298039      1.23610          NaN          NaN     -99
2308299106     0.199600    0.0348903   0.00235609       1
2308302031      1.23470          NaN          NaN     -99
2308330147      1.00190          NaN          NaN     -99
2308338215     0.687500          NaN          NaN     -99
2308356275      1.40520          NaN          NaN     -99
2310037140     0.340900      7.78838     0.116319       0
2310043149     0.343700    0.0212800   0.00560587       0
2310057078     0.201400          NaN          NaN     -99
2310057133     0.744700      9.91973      2.29094       2
2310060206      1.47680          NaN          NaN     -99
2310066124     0.819600     0.235377     0.170486       2
2310066233      1.47050          NaN          NaN     -99
2310076213     0.603300     0.530826    0.0940954       2
2310077258      1.47920          NaN          NaN     -99
2310084151     0.932600          NaN          NaN     -99
2310091065     0.201500    0.0326188   0.00156160       1
2310102312      1.31380          NaN          NaN     -99
2310112107     0.707500    0.0578568    0.0581939       2
2310118156     0.340300   0.00622229   0.00112994       0
2310120109     0.179300    0.0310565   0.00432656       0
2310137110     0.283300     0.133836   0.00273349       0
2310149085     0.546500      1.85987     0.399245       2
2310151246      1.08210          NaN          NaN     -99
2310167176     0.283200      19.1271     0.448490       0
2310167320     0.179200          NaN          NaN     -99
2310177232      1.20160          NaN          NaN     -99
2310184187     0.350300      3.29823    0.0577001       0
2310199196     0.283300      4.36340     0.194202       0
2310212093     0.659000     0.908102     0.177915       2
2310230075     0.546000      1.27580     0.132945       2
2310236063     0.808600    0.0301890    0.0144120       3
2310249320      1.38200          NaN          NaN     -99
2310255147      1.04820          NaN          NaN     -99
2310260257     0.736200      1.45994     0.394743       2
2310262297     0.284600   0.00318742   0.00112156       0
2310275119     0.658600      5.15836     0.393901       2
2310275138     0.479200          NaN          NaN     -99
2310275155     0.818300     0.588650     0.166235       2
2310279329      1.33220          NaN          NaN     -99
2310293123     0.283800     0.101450   0.00298879       0
2310299242     0.737100      2.60117     0.479171       2
2310308111     0.619200     0.592876     0.314769       2
2310310346      1.33230          NaN          NaN     -99
2310312167     0.528500    0.0747738    0.0211955       2
2310313103     0.284300      10.4522     0.157283       0
2310330106     0.283500     0.235659   0.00417569       0
2310335240     0.817400          NaN          NaN     -99
2310336266     0.350400    0.0265753   0.00297622       0
2310345070     0.730800          NaN          NaN     -99
