# MAGPI_ID      z_spec        SFR        SFR_err  SFR_flag
#==Notes: SFR_flag=0 use Ha/Hb for correction, 1 use Ha/Hg, 2 use Hb/Hg, 3 use Hb/Hd==
#==Require S/N>=3 on both lines; Corrections assume Milky Way extinction curve==
1507216042      1.10880          NaN          NaN     -99
1507218200     0.133000    0.0210954   0.00174932       0
1507222259     0.685700          NaN          NaN     -99
1507227272      1.01800          NaN          NaN     -99
1507230223      1.23730          NaN          NaN     -99
1507232349     0.314600     0.371001    0.0261793       0
1507234095     0.696700      3.07612      1.94403       2
1507252203     0.394300     0.127394   0.00435934       0
1507252327      1.02000          NaN          NaN     -99
1507255056     0.328600    0.0179698   0.00166565       0
1507273215     0.858400      2.46044     0.875863       2
1507284068     0.540400     0.592962     0.125737       2
1507288250     0.858100      1.59808      1.68208       2
1507296209     0.858300      1.08956     0.917644       2
1507336071     0.858700      2.32702      1.57806       2
1507337293     0.685800      9.31594      4.17360       3
1507339069     0.858500     0.474631     0.209276       2
1507352090      1.48910          NaN          NaN     -99
1507358259     0.945700          NaN          NaN     -99
1507360114      1.19690          NaN          NaN     -99
1507363281     0.706100     0.127086     0.131489       2
1507373106     0.513500          NaN          NaN     -99
1508031079     0.435600      1.54879      1.27311       2
1508034063     0.737600          NaN          NaN     -99
1508060139     0.613900      1.23505     0.866770       2
1508061124      1.22820          NaN          NaN     -99
1508062302     0.452600     0.757351     0.194085       2
1508071130     0.613900          NaN          NaN     -99
1508075186     0.614300      1.69725     0.538603       2
1508076301     0.737300    0.0363613    0.0331993       2
1508078195     0.615100          NaN          NaN     -99
1508079341     0.738800          NaN          NaN     -99
1508091135     0.642800     0.167049     0.109276       2
1508102213     0.864500    0.0818856    0.0716501       2
1508102243     0.736300    0.0627621    0.0341775       2
1508107050      1.22760          NaN          NaN     -99
1508110224     0.736500          NaN          NaN     -99
1508112275     0.739900     0.398153     0.160808       2
1508117072      1.13050          NaN          NaN     -99
1508119172      1.12870          NaN          NaN     -99
1508120044     0.993900          NaN          NaN     -99
1508128139     0.737800     0.188633     0.160936       2
1508128274      1.02140          NaN          NaN     -99
1508128291     0.510600      1.04244     0.354761       2
1508133100     0.736600      3.11960     0.898453       2
1508152162     0.315900     0.340608    0.0236986       0
1508164049      1.05350          NaN          NaN     -99
1508178184     0.382100          NaN          NaN     -99
1508191272     0.300800    0.0212440   0.00268042       0
1508193338      1.22930          NaN          NaN     -99
1508197198     0.315700      2.99243     0.163458       0
1508204151     0.314800          NaN          NaN     -99
1508205332     0.300400    0.0152008   0.00316770       0
1508206080     0.735400          NaN          NaN     -99
1508217178     0.508300    0.0957548    0.0333874       2
1508217276     0.300700      1.31294    0.0170627       0
1508224213     0.300600   0.00817751   0.00109260       0
1508224348     0.952200          NaN          NaN     -99
1508232260     0.301100    0.0336234   0.00219411       0
1508249241     0.738300      1.51312     0.454210       2
1508255064     0.916400          NaN          NaN     -99
1508262349     0.300800    0.0452813   0.00293626       0
1508265271     0.865700     0.185513     0.153487       2
1508266098     0.737900          NaN          NaN     -99
1508267165     0.783400     0.227250     0.178242       2
1508268289     0.685800      14.0589      13.6709       2
1508270150      1.02210          NaN          NaN     -99
1508279312     0.669900     0.646525     0.158191       2
1508283263     0.804700     0.620033     0.154434       2
1508292243     0.685500          NaN          NaN     -99
1508296268     0.685500    0.0249552    0.0293130       2
1508298368     0.784200      7.17700      6.09850       2
1508304309     0.300600    0.0550910   0.00410140       0
1508314322     0.251000    0.0138359   0.00117228       0
1508321190     0.743300     0.803008     0.129558       2
1508323300     0.527200     0.460561     0.115840       2
1508330342     0.525800      1.97193     0.656542       2
1508336146     0.329900     0.154911   0.00502511       0
1508339298     0.527200          NaN          NaN     -99
1508354207     0.685500          NaN          NaN     -99
1511039234     0.441100     0.772962     0.224946       2
1511041294     0.441000          NaN          NaN     -99
1511051140     0.834000          NaN          NaN     -99
1511053260     0.248100    0.0124035   0.00282425       0
1511072268      1.26360          NaN          NaN     -99
1511073107     0.759300      4.46015      4.31937       2
1511081357      1.22200          NaN          NaN     -99
1511086190     0.885100          NaN          NaN     -99
1511088066     0.152500    0.0342474   0.00174261       0
1511092259      1.23430          NaN          NaN     -99
1511094298      1.01010          NaN          NaN     -99
1511104226      1.26700          NaN          NaN     -99
1511110068     0.311700    0.0387120   0.00328779       0
1511113061      1.22010          NaN          NaN     -99
1511119186     0.531000    0.0368472    0.0472829       2
1511135190     0.711100          NaN          NaN     -99
1511135271      1.26390          NaN          NaN     -99
1511135332     0.366300    0.0220805   0.00214570       0
1511136123      1.13180          NaN          NaN     -99
1511142073     0.706600     0.796038     0.178138       2
1511142202      1.19500          NaN          NaN     -99
1511149285      1.26380          NaN          NaN     -99
1511160132      1.12540          NaN          NaN     -99
1511160258     0.294900      1.86124    0.0730016       0
1511161333      1.19430          NaN          NaN     -99
1511171208     0.914500          NaN          NaN     -99
1511174279     0.737600      5.71726      1.67945       2
1511177343      1.19330          NaN          NaN     -99
1511181134      1.12500          NaN          NaN     -99
1511189171      1.26700          NaN          NaN     -99
1511197198     0.293300     0.157065    0.0299703       1
1511199337      1.19250          NaN          NaN     -99
1511203107      1.12950          NaN          NaN     -99
1511210135      1.21710          NaN          NaN     -99
1511211175     0.710700    0.0935501    0.0515126       2
1511222143     0.489100    0.0955494    0.0613632       2
1511240287      1.39510          NaN          NaN     -99
1511241101     0.292300          NaN          NaN     -99
1511243209      1.19260          NaN          NaN     -99
1511248320     0.913800          NaN          NaN     -99
1511252366     0.909900          NaN          NaN     -99
1511255205      1.21680          NaN          NaN     -99
1511259289      1.12950          NaN          NaN     -99
1511271239     0.737100      2.38765     0.405945       2
1511277174      1.21730          NaN          NaN     -99
1511280116     0.912900      4.02755     0.617933       2
1511283231     0.294300      5.82567     0.224274       0
1511288036     0.650100     0.410003     0.178808       2
1511293319      1.21820          NaN          NaN     -99
1511294205      1.36410          NaN          NaN     -99
1511301235      1.19340          NaN          NaN     -99
1511303317      1.21540          NaN          NaN     -99
1511311265     0.467600    0.0128494    0.0167281       2
1511314331      1.12530          NaN          NaN     -99
1511318223     0.285400    0.0282703   0.00108012       0
1511319371     0.913100      2.04353      1.39001       2
1511321367     0.913500          NaN          NaN     -99
1511343305      1.21700          NaN          NaN     -99
1522041071     0.570200     0.109839     0.114714       2
1522044146     0.201400    0.0128274   0.00121623       1
1522047338      1.08370          NaN          NaN     -99
1522062338     0.740200      2.00300      1.10020       2
1522070271     0.459100          NaN          NaN     -99
1522088157     0.574200          NaN          NaN     -99
1522094062     0.382200     0.169976   0.00785588       0
1522117186     0.723900          NaN          NaN     -99
1522120233     0.490800      1.68071     0.478691       2
1522123263     0.490600     0.899560     0.361632       2
1522132085     0.286600    0.0598548   0.00220049       0
1522139172     0.724200      15.0957      3.48988       2
1522159057     0.972900          NaN          NaN     -99
1522166152      1.46010          NaN          NaN     -99
1522179133     0.753000     0.263700     0.220052       2
1522182176     0.812900      3.08141      2.27052       2
1522197197     0.292800          NaN          NaN     -99
1522199291     0.623800          NaN          NaN     -99
1522204200     0.293000          NaN          NaN     -99
1522219201     0.625400          NaN          NaN     -99
1522228067     0.483900     0.171463    0.0868446       2
1522229084     0.352600    0.0314532   0.00299850       0
1522229206     0.292600          NaN          NaN     -99
1522231213     0.293400          NaN          NaN     -99
1522250095     0.692500     0.222056    0.0700645       2
1522256079     0.245800   0.00170642  0.000343989       0
1522265217     0.912600          NaN          NaN     -99
1522276064     0.570800    0.0194045    0.0268430       2
1522279128     0.789000     0.124843    0.0532619       2
1522279243     0.452000          NaN          NaN     -99
1522285214     0.912600          NaN          NaN     -99
1522292283     0.616300     0.460427     0.261437       2
1522301130     0.615700          NaN          NaN     -99
1522303215     0.614700     0.248868     0.207128       2
1522305356     0.884500     0.641333     0.348576       2
1522309309     0.634800     0.625666     0.390334       2
1522317131     0.670200      1.61957     0.285143       2
1522367114     0.293100          NaN          NaN     -99
1523026317     0.889400      11.6161      6.90695       2
1523035319     0.210000     0.519742    0.0115439       1
1523052097     0.612400     0.263330     0.159925       2
1523096070      1.13970          NaN          NaN     -99
1523112211     0.994200          NaN          NaN     -99
1523118320     0.476800      1.20650    0.0910433       2
1523124082      1.31970          NaN          NaN     -99
1523135170     0.319900      1.70271    0.0191731       0
1523140218     0.357300     0.231730    0.0113885       0
1523141299     0.477100      3.73759     0.290749       2
1523164082     0.389300     0.292830   0.00622108       0
1523165310     0.253500   0.00522437  0.000610655       0
1523172125     0.327000          NaN          NaN     -99
1523176125     0.327300   0.00847266   0.00286448       0
1523177305      1.38850          NaN          NaN     -99
1523181136     0.327000    0.0608295    0.0128425       0
1523181179     0.476500    0.0620435    0.0371957       2
1523186308     0.551900     0.567979     0.124662       2
1523190247     0.627500     0.396811     0.184072       2
1523193235     0.790600          NaN          NaN     -99
1523197197     0.280700          NaN          NaN     -99
1523208089     0.327300    0.0305829   0.00201516       0
1523223100     0.765400      2.64976     0.570215       2
1523226159     0.280900          NaN          NaN     -99
1523229059     0.945700          NaN          NaN     -99
1523230231     0.825400          NaN          NaN     -99
1523232310      1.18770          NaN          NaN     -99
1523239114      1.05960          NaN          NaN     -99
1523239115      1.05950          NaN          NaN     -99
1523247243     0.800800     0.747913     0.288503       2
1523258194     0.587100          NaN          NaN     -99
1523259059     0.322800    0.0857469   0.00520760       0
1523261283     0.947300          NaN          NaN     -99
1523280191     0.947700          NaN          NaN     -99
1523296237     0.641700     0.244839    0.0696853       2
1523299101      1.35690          NaN          NaN     -99
1523303325     0.675200     0.203111    0.0731606       2
1523303328     0.628300     0.394409     0.527561       2
1523305233      1.05000          NaN          NaN     -99
1523307101      1.11400          NaN          NaN     -99
1523307191     0.476900      1.96091     0.406691       2
1523307286     0.587200      6.99519     0.856165       2
1523311092      1.35760          NaN          NaN     -99
1523317071      1.14600          NaN          NaN     -99
1523323117      1.35560          NaN          NaN     -99
1523323355     0.603800          NaN          NaN     -99
1523342042     0.776100          NaN          NaN     -99
1523356312     0.281800    0.0217409   0.00413404       0
1525033086     0.375700          NaN          NaN     -99
1525039113     0.319500          NaN          NaN     -99
1525058351     0.633800      1.98484      1.94636       2
1525066177      1.19480          NaN          NaN     -99
1525067346     0.633300      1.52050     0.351375       2
1525069340     0.252600   0.00725432  0.000713843       0
1525074187     0.555400      1.02188     0.356501       2
1525088335     0.965700          NaN          NaN     -99
1525090066     0.450700          NaN          NaN     -99
1525097275      1.46500          NaN          NaN     -99
1525101202      1.15770          NaN          NaN     -99
1525107182     0.963900          NaN          NaN     -99
1525116060     0.981400          NaN          NaN     -99
1525116276     0.941500          NaN          NaN     -99
1525125076     0.981800          NaN          NaN     -99
1525136193     0.805400          NaN          NaN     -99
1525147158     0.645100          NaN          NaN     -99
1525147258     0.540300     0.489961     0.117208       2
1525154246     0.788600          NaN          NaN     -99
1525154309     0.404700     0.242783    0.0273063       0
1525155269      1.03350          NaN          NaN     -99
1525162132     0.557800          NaN          NaN     -99
1525170222     0.319900          NaN          NaN     -99
1525171106     0.559100          NaN          NaN     -99
1525183235     0.557400      1.14117     0.281028       2
1525184275      1.03380          NaN          NaN     -99
1525195330      1.03250          NaN          NaN     -99
1525196197     0.317800          NaN          NaN     -99
1525205234     0.802400     0.273888     0.260153       2
1525207229     0.802900          NaN          NaN     -99
1525215184      1.38990          NaN          NaN     -99
1525219221     0.719300    0.0402483    0.0510543       2
1525230188     0.948200          NaN          NaN     -99
1525231151     0.997700          NaN          NaN     -99
1525231324     0.320300          NaN          NaN     -99
1525236176      1.03230          NaN          NaN     -99
1525244140     0.997500          NaN          NaN     -99
1525246251     0.319000          NaN          NaN     -99
1525256133     0.981000          NaN          NaN     -99
1525259325     0.459000     0.957522     0.342536       2
1525266158     0.320100          NaN          NaN     -99
1525279187      1.35280          NaN          NaN     -99
1525292138     0.980400          NaN          NaN     -99
1525296073      1.02640          NaN          NaN     -99
1525297100      1.32430          NaN          NaN     -99
1525297274     0.283400    0.0380939   0.00401510       0
1525305175      1.26320          NaN          NaN     -99
1525308188     0.787800      3.47401      1.09754       2
1525323244     0.559100     0.223046     0.100027       2
1525333203     0.322000     0.130629   0.00734668       0
1525334267     0.947600          NaN          NaN     -99
1525335273     0.948600          NaN          NaN     -99
1525336192     0.322600          NaN          NaN     -99
1525349323     0.318300          NaN          NaN     -99
1527043256     0.979000          NaN          NaN     -99
1527044114      1.49860          NaN          NaN     -99
1527067139     0.226200      2.38006    0.0247524       1
1527104073     0.856100      8.04142      8.12696       2
1527120113      1.42930          NaN          NaN     -99
1527139141      1.42890          NaN          NaN     -99
1527141101     0.858100     0.869725     0.291434       2
1527143144      1.42830          NaN          NaN     -99
1527145121     0.959700          NaN          NaN     -99
1527156125     0.345600     0.236947   0.00959657       0
1527160239      1.29800          NaN          NaN     -99
1527168144     0.556000          NaN          NaN     -99
1527172350     0.995700          NaN          NaN     -99
1527173209     0.288400      1.43770    0.0290564       0
1527176353      1.07720          NaN          NaN     -99
1527179292      1.27510          NaN          NaN     -99
1527180260     0.978400          NaN          NaN     -99
1527187261      1.29890          NaN          NaN     -99
1527196197     0.289900    0.0819532    0.0149589       1
1527197047      1.27540          NaN          NaN     -99
1527210296     0.977100          NaN          NaN     -99
1527212146      1.06560          NaN          NaN     -99
1527212148     0.857300          NaN          NaN     -99
1527220323     0.556600          NaN          NaN     -99
1527223059     0.257600    0.0395102   0.00942006       0
1527227256      1.29550          NaN          NaN     -99
1527227262      1.29520          NaN          NaN     -99
1527231317      1.16380          NaN          NaN     -99
1527239339     0.559000          NaN          NaN     -99
1527240351      1.18920          NaN          NaN     -99
1527242199     0.597400     0.182217    0.0478911       2
1527247176     0.554700          NaN          NaN     -99
1527249073     0.890800     0.309445     0.226304       2
1527252081     0.892600      43.2012      40.9435       2
1527259114     0.854800     0.384263     0.446397       2
1527259211     0.539700    0.0440304    0.0665637       2
1527264348     0.978000          NaN          NaN     -99
1527268237     0.559600          NaN          NaN     -99
1527299222     0.452300          NaN          NaN     -99
1527308348      1.07660          NaN          NaN     -99
1527311300     0.825200          NaN          NaN     -99
1527313270     0.826500      4.99914      5.99910       2
1527315263      1.29620          NaN          NaN     -99
1527315362     0.553500          NaN          NaN     -99
1527323345     0.972100          NaN          NaN     -99
1527324331     0.972300          NaN          NaN     -99
1527325300      1.37640          NaN          NaN     -99
1527341190     0.762900      1.57708     0.537543       2
1527344074     0.156900    0.0316332   0.00217909       0
1527344181     0.859100          NaN          NaN     -99
1527347278     0.402100    0.0551270   0.00488389       0
1527357168     0.289300    0.0386122   0.00924064       0
1528032069     0.581900      3.34000      1.40196       2
1528032275     0.730800      17.2394      18.6554       2
1528042178      1.26200          NaN          NaN     -99
1528054155     0.582200    0.0914321    0.0565100       2
1528064140     0.818600    0.0615868    0.0466318       2
1528078359     0.132500          NaN          NaN     -99
1528079281     0.321900    0.0121600   0.00149811       0
1528093302      1.11840          NaN          NaN     -99
1528097280      1.11750          NaN          NaN     -99
1528097293     0.782300     0.348643     0.290106       2
1528111155     0.323600          NaN          NaN     -99
1528112064      1.20120          NaN          NaN     -99
1528114311      1.11610          NaN          NaN     -99
1528125332     0.523000          NaN          NaN     -99
1528130235     0.730100     0.866479     0.129251       2
1528159222     0.627700     0.150799    0.0894609       2
1528169231     0.627900          NaN          NaN     -99
1528180051      1.45200          NaN          NaN     -99
1528180143     0.448700    0.0373317    0.0158584       2
1528182064     0.215900    0.0781353   0.00707126       1
1528197197     0.321900      9.53248     0.241236       0
1528198277     0.688400     0.372330     0.218792       2
1528204185     0.321600    0.0103829   0.00360313       0
1528206130     0.325600     0.128263    0.0285679       0
1528215243     0.546600     0.115496    0.0624217       2
1528215252      1.03700          NaN          NaN     -99
1528220154     0.321300    0.0295866   0.00299383       0
1528230133      1.46990          NaN          NaN     -99
1528234248     0.626600    0.0964404    0.0887752       2
1528249228     0.730100      1.95017     0.316303       2
1528251052     0.676700          NaN          NaN     -99
1528251306     0.546800     0.469053     0.199920       2
1528256255      1.20530          NaN          NaN     -99
1528261199     0.103400          NaN          NaN     -99
1528266350     0.546800     0.310172    0.0942719       2
1528268168     0.516500          NaN          NaN     -99
1528274153     0.935900          NaN          NaN     -99
1528275314     0.397100    0.0730715   0.00217389       0
1528289352     0.843900      1.45054     0.500721       2
1528294238     0.458300          NaN          NaN     -99
1528296205     0.783100          NaN          NaN     -99
1528300063     0.132600    0.0105682   0.00112087       0
1528310241     0.321300     0.267604    0.0114547       0
1528317355     0.878500      1.43704     0.451537       2
1528318290     0.567800    0.0906638    0.0502983       2
1528328128     0.760100          NaN          NaN     -99
1528329186     0.644200    0.0555253    0.0514477       2
1528330039     0.818800          NaN          NaN     -99
1528334295     0.521400          NaN          NaN     -99
1528336193      1.22800          NaN          NaN     -99
1528341203     0.317700   0.00637794   0.00221375       0
1528343039     0.141900    0.0446089   0.00568670       0
1528344302     0.757700          NaN          NaN     -99
1529075265      1.45500          NaN          NaN     -99
1529081238      1.45580          NaN          NaN     -99
1529090191     0.852000     0.969090     0.367612       2
1529097299     0.641000          NaN          NaN     -99
1529110249      1.45680          NaN          NaN     -99
1529112215      1.34280          NaN          NaN     -99
1529123076     0.535100     0.102703     0.123976       2
1529127181     0.641100          NaN          NaN     -99
1529145039     0.535500          NaN          NaN     -99
1529161307     0.822800          NaN          NaN     -99
1529173280     0.852400      1.04951     0.185954       2
1529173296     0.852400     0.981005     0.274286       2
1529175079      1.17050          NaN          NaN     -99
1529177288     0.851700      2.82166      3.62361       2
1529187189     0.344300          NaN          NaN     -99
1529198064     0.355800          NaN          NaN     -99
1529198197     0.344900          NaN          NaN     -99
1529200271     0.294500    0.0144380   0.00143985       0
1529213155     0.754100          NaN          NaN     -99
1529221319     0.973600          NaN          NaN     -99
1529225287      1.22540          NaN          NaN     -99
1529227291      1.22700          NaN          NaN     -99
1529230052     0.356100          NaN          NaN     -99
1529238160     0.288400          NaN          NaN     -99
1529240228     0.355700          NaN          NaN     -99
1529256326     0.640000      1.51834     0.246742       2
1529259061      1.12990          NaN          NaN     -99
1529261138     0.455300    0.0259293    0.0137013       2
1529274353     0.355200          NaN          NaN     -99
1529283222     0.753100      9.29330      3.75508       2
1529284336     0.640500          NaN          NaN     -99
1529303214     0.977100          NaN          NaN     -99
1529324312     0.895600     0.168413     0.114861       2
1529333245     0.194500          NaN          NaN     -99
1529336091     0.292600     0.322745   0.00645408       0
1529338342     0.731500          NaN          NaN     -99
1529345176     0.287800      1.02152    0.0245493       0
1529346207     0.697100      9.77564      5.24873       2
1530025316     0.622400          NaN          NaN     -99
1530047150     0.760700     0.271917     0.210964       2
1530051150     0.374300    0.0706268    0.0259382       0
1530069087      1.07450          NaN          NaN     -99
1530069218      1.28840          NaN          NaN     -99
1530070238     0.366200     0.987472    0.0295867       0
1530072237     0.366400    0.0317379   0.00360994       0
1530073206      1.28810          NaN          NaN     -99
1530084260     0.309000          NaN          NaN     -99
1530087071     0.900300      7.68823      1.26372       2
1530089118     0.305200    0.0680832   0.00289527       0
1530093302     0.366100     0.355347   0.00606705       0
1530099259      1.36220          NaN          NaN     -99
1530105215     0.177400     0.154250   0.00258877       0
1530107116     0.900600     0.189982    0.0853168       2
1530113086     0.900700      5.75676      1.96136       2
1530125085     0.901700      2.07436      1.41749       2
1530125338     0.666400    0.0762591    0.0937383       2
1530134099      1.25650          NaN          NaN     -99
1530136079     0.901200          NaN          NaN     -99
1530142265     0.895300          NaN          NaN     -99
1530147125     0.842400          NaN          NaN     -99
1530149071     0.901000      2.27366     0.303201       2
1530159210     0.666600          NaN          NaN     -99
1530161042     0.895600     0.163992     0.240545       2
1530170122      1.03720          NaN          NaN     -99
1530182058     0.567200    0.0690766    0.0710771       2
1530182219     0.309900          NaN          NaN     -99
1530183213     0.367100    0.0798238   0.00479865       0
1530185116     0.893600          NaN          NaN     -99
1530190333     0.839200     0.175038     0.156941       2
1530197196     0.309600          NaN          NaN     -99
1530199106     0.124400    0.0947287   0.00132870       0
1530205124      1.33600          NaN          NaN     -99
1530208144      1.20560          NaN          NaN     -99
1530217168     0.176400   0.00619504  0.000638144       0
1530240088     0.551200          NaN          NaN     -99
1530240330     0.544100   0.00814731    0.0118122       2
1530255169     0.552500     0.872317     0.334350       2
1530261221     0.366400    0.0444769   0.00284130       0
1530262105     0.679900          NaN          NaN     -99
1530272149     0.308500     0.348454    0.0191099       0
1530275165     0.888600    0.0610001    0.0903955       2
1530291081     0.753700     0.304651     0.211823       2
1530301222      1.28670          NaN          NaN     -99
1530302047      1.07460          NaN          NaN     -99
1530302056     0.756800          NaN          NaN     -99
1530308199     0.668400          NaN          NaN     -99
1530310132     0.900700     0.321446     0.128633       2
1530312076     0.613200     0.216175    0.0742980       2
1530315269     0.838900          NaN          NaN     -99
1530322331     0.366900      4.23489     0.158515       0
1530323292      1.21010          NaN          NaN     -99
1530332340     0.310400          NaN          NaN     -99
1530341235     0.895700     0.419185     0.228948       2
1530349232     0.894900      3.00331      1.81116       2
1533031122     0.492600     0.284935     0.182070       2
1533040290     0.715600     0.275546     0.164242       2
1533083217     0.996100          NaN          NaN     -99
1533094090     0.782700    0.0718548    0.0556489       2
1533096135     0.454400    0.0355768    0.0169511       2
1533114311     0.716600     0.292345     0.260034       2
1533118071     0.148200          NaN          NaN     -99
1533122361     0.147700          NaN          NaN     -99
1533126164     0.772600      5.36416     0.782564       2
1533127165     0.772600      1.57523     0.569149       2
1533137334     0.992200          NaN          NaN     -99
1533141188      1.22300          NaN          NaN     -99
1533148102      1.42070          NaN          NaN     -99
1533148125      1.15140          NaN          NaN     -99
1533161121     0.407600     0.983970    0.0202292       0
1533168067      1.22240          NaN          NaN     -99
1533168315     0.517300    0.0466056    0.0343083       2
1533176049     0.314500      1.54837    0.0647230       0
1533176306      1.05980          NaN          NaN     -99
1533179258     0.984000          NaN          NaN     -99
1533182131     0.505200          NaN          NaN     -99
1533190055      1.46570          NaN          NaN     -99
1533197198     0.315400      4.54114     0.174139       0
1533209259     0.641200      3.40559     0.682588       2
1533212252     0.517600     0.780715     0.325571       2
1533214314     0.782600    0.0837887    0.0854493       2
1533222152     0.236200   0.00527287  0.000643523       0
1533222258     0.806200     0.157755    0.0965951       2
1533230190      1.08740          NaN          NaN     -99
1533234334     0.314500    0.0451524   0.00592009       0
1533249193     0.630600    0.0122565    0.0169019       2
1533253215     0.582200      7.07558      7.20106       2
1533258059     0.406900      2.61453    0.0146062       0
1533294263     0.716600     0.174872    0.0494361       2
1533302109     0.638800          NaN          NaN     -99
1533303235     0.728700     0.333570    0.0688720       2
1533304039     0.686100    0.0963138     0.127536       2
1533305140     0.638700      5.29325     0.828319       2
1533311093     0.638200      4.66985     0.301545       2
1533317053      1.42020          NaN          NaN     -99
1533335257     0.729400          NaN          NaN     -99
1533350081     0.790500          NaN          NaN     -99
1533369088      1.27900          NaN          NaN     -99
1534041169     0.310300          NaN          NaN     -99
1534042215      1.09710          NaN          NaN     -99
1534050272     0.313400          NaN          NaN     -99
1534054207      1.09670          NaN          NaN     -99
1534067029     0.404900    0.0644820   0.00739220       0
1534068093     0.314200          NaN          NaN     -99
1534070145     0.308400      1.01026    0.0162621       0
1534080198      1.17320          NaN          NaN     -99
1534082214     0.314600     0.346301   0.00988970       0
1534083098     0.988200          NaN          NaN     -99
1534085187     0.308200          NaN          NaN     -99
1534101075      1.29980          NaN          NaN     -99
1534104212    0.0554000          NaN          NaN     -99
1534107140     0.645400     0.610258     0.244717       2
1534109329     0.311700          NaN          NaN     -99
1534112145     0.311500          NaN          NaN     -99
1534118132     0.310300          NaN          NaN     -99
1534122062      1.46970          NaN          NaN     -99
1534130093     0.748400          NaN          NaN     -99
1534132324     0.632400      2.09119     0.161562       2
1534135277     0.311200    0.0297894   0.00615173       0
1534136051     0.766900     0.163313    0.0681417       2
1534149233     0.311600          NaN          NaN     -99
1534153058     0.311700          NaN          NaN     -99
1534176099     0.309200          NaN          NaN     -99
1534186270     0.368800    0.0519088   0.00368547       0
1534193151     0.785100      45.8057      12.9725       2
1534194077     0.313200      4.08924    0.0460882       0
1534198197     0.312900          NaN          NaN     -99
1534207240     0.313300          NaN          NaN     -99
1534208106     0.311500          NaN          NaN     -99
1534213122     0.513100    0.0518797    0.0502839       2
1534218154     0.317500    0.0102274    0.0154337       2
1534224157     0.308300          NaN          NaN     -99
1534239176     0.317100          NaN          NaN     -99
1534240084     0.312900          NaN          NaN     -99
1534241238      1.02430          NaN          NaN     -99
1534248208      1.30180          NaN          NaN     -99
1534250078     0.308700          NaN          NaN     -99
1534255335     0.867900     0.487558     0.185952       2
1534257275     0.777200     0.134258    0.0514352       3
1534261263     0.368600     0.310772   0.00607262       0
1534262325     0.728800          NaN          NaN     -99
1534263076     0.309300          NaN          NaN     -99
1534269188     0.984300          NaN          NaN     -99
1534274192     0.313400          NaN          NaN     -99
1534282147     0.318000     0.331719   0.00959063       0
1534284035     0.309300          NaN          NaN     -99
1534286239     0.513300    0.0963113    0.0747265       2
1534288303     0.368900          NaN          NaN     -99
1534291214     0.311100          NaN          NaN     -99
1534302074     0.309800          NaN          NaN     -99
1534302325     0.311600          NaN          NaN     -99
1534309148     0.512300      2.89027      1.16002       2
1534311157     0.512400      2.52409     0.278837       2
1534326065     0.947800          NaN          NaN     -99
1534331073     0.779400      10.3015      13.4496       2
1534337054     0.307900          NaN          NaN     -99
1534341196     0.419900    0.0671495    0.0150090       0
1534347163     0.982400          NaN          NaN     -99
1534356221     0.512700      9.33300     0.894990       2
1534360194     0.310700          NaN          NaN     -99
1534362301     0.354800     0.193083    0.0121265       0
2301042134     0.378200          NaN          NaN     -99
2301055215     0.325000    0.0319893   0.00290236       0
2301059209      1.10040          NaN          NaN     -99
2301064121     0.294500      4.25968     0.112516       0
2301065213      1.28130          NaN          NaN     -99
2301076072      1.27820          NaN          NaN     -99
2301078046     0.719500          NaN          NaN     -99
2301091097     0.252000    0.0223351   0.00102049       0
2301101113     0.553200      2.09901     0.309614       2
2301109255     0.293600      3.34089    0.0800554       0
2301126273      1.04510          NaN          NaN     -99
2301139077     0.252000    0.0131212  0.000663016       0
2301142284      1.16670          NaN          NaN     -99
2301155151     0.553100          NaN          NaN     -99
2301157280      1.46390          NaN          NaN     -99
2301167297     0.296800     0.139224   0.00948658       0
2301178207     0.356000    0.0344011   0.00235182       0
2301181275      1.04560          NaN          NaN     -99
2301196197     0.298100          NaN          NaN     -99
2301202054      1.17510          NaN          NaN     -99
2301216293     0.477200    0.0145602    0.0138177       2
2301225206     0.601200      1.38941     0.613261       2
2301226169     0.263600    0.0101731   0.00190174       0
2301238090      1.10030          NaN          NaN     -99
2301250093      1.10000          NaN          NaN     -99
2301257053     0.299600     0.356966    0.0419686       0
2301262343     0.296700          NaN          NaN     -99
2301263214      1.10120          NaN          NaN     -99
2301266309     0.298600    0.0248164   0.00710455       0
2301269327     0.298400      1.90355    0.0897137       0
2301269332     0.298800    0.0448593   0.00350999       0
2301285228     0.298000          NaN          NaN     -99
2301288271     0.299600     0.390652    0.0236019       0
2301290182     0.941200          NaN          NaN     -99
2301290261     0.297800          NaN          NaN     -99
2301301114     0.837800      2.45652     0.916257       2
2301303081     0.479000          NaN          NaN     -99
2301307255      1.40060          NaN          NaN     -99
2301321226     0.296700          NaN          NaN     -99
2301323312      1.11130          NaN          NaN     -99
2301327145     0.467900     0.282307    0.0514633       2
2301337282     0.922500      5.30434      5.78980       2
2301338300     0.298500          NaN          NaN     -99
2301339339     0.299500          NaN          NaN     -99
2301363261     0.477500      8.67020      2.53150       2
2302049338      1.10330          NaN          NaN     -99
2302055345     0.959700          NaN          NaN     -99
2302062058     0.280500     0.117811   0.00400388       0
2302063314     0.377400    0.0549418   0.00454847       0
2302064205      1.22010          NaN          NaN     -99
2302065270     0.293100          NaN          NaN     -99
2302070350     0.960500          NaN          NaN     -99
