MAGPIID,Ha,Ha_err,Hb,[OI]6302,[OIII]5008,[NII]6585,[SII]6718,"type(sf+AGN=0, sf=1, sy=2, ln=3)","type(sf=1, sy=2, ln=3) SII","type(sf=1, AGN>1) NII",SFR,SFR_err,"re, arcsec","re, kpc"
2302196199,116.79025,1.6332519136843554e-18,178.8052,322.17316,1295.2366,724.40314,0.0,0.0,1.0,0.0,7.449594611900027e-05,0.002606056599772742,2.221,50.17572293584839
2302197233,1191.1244,1.954072485638806e-14,15.402413,58.939842,1234.6101,2975.6526,339.69116,0.0,2.0,0.0,25.286304363475846,31.32677908948835,1.418,32.08044807676378
2302245218,7.756703,inf,0.0,109.047844,61.355156,10.458914,0.0,2.0,2.0,2.0,inf,inf,0.838,18.805146764914706
2303197196,23809.037,1.6413122815503077e-16,4783.807,294.75485,1315.8973,8266.686,2205.4878,1.0,1.0,0.0,1.8332932620978466,0.37769138328532387,2.023,50.85740489431466
2304104201,87796.55,1.070302976596646e-16,20934.352,7015.285,7819.4976,29583.95,25152.426,1.0,1.0,0.0,3.117079076292319,0.16494005277086823,1.372,30.66939923189247
2304158110,2530.0212,1.2599495748031784e-17,784.5108,58.966175,1994.2302,60.57315,529.47034,1.0,1.0,0.0,0.07396257476077307,0.02834830434111318,0.807,20.15965563013593
2304188222,6869.2197,5.62854470847386e-17,1215.8585,401.05307,634.89844,3637.3484,2644.3042,0.0,1.0,0.0,0.4471593932788601,0.08305715265089714,1.124,24.794018285460172
2304196198,15353.1045,6.423043874345662e-16,1362.6887,1533.7332,4599.3926,17884.703,7671.2837,0.0,2.0,2.0,4.607423494439537,0.9702407330160555,1.333,29.616123892285536
2305192319,1251.0251,1.6260516034896362e-16,120.00818,205.31207,662.0997,1750.4121,0.0,0.0,1.0,2.0,0.6344866633342797,0.49173889927887815,0.902,24.424576301399966
2305197198,0.0,0.0,6.5201955,0.0,788.35364,525.82587,0.0,0.0,0.0,2.0,0.0,0.0,1.022,24.407473345721606
2305332151,2517.3525,6.37299046108722e-18,706.56726,41.50709,1241.8767,246.1547,365.37994,1.0,1.0,0.0,0.07210859013331589,0.011307023161476148,0.835,19.47353017578565
2306197198,0.0,0.0,37.897102,28.159431,988.13605,66.99146,0.0,0.0,0.0,2.0,0.0,0.0,1.1,26.07962379789832
2307197200,682.9678,6.37269395081434e-15,21.860628,467.28568,244.80592,5982.724,1283.572,0.0,3.0,0.0,2.747887966190476,13.96804085387328,1.583,39.25340447870439
2307203233,0.0,,0.0,5.3265557,63.273037,0.0,0.0,0.0,0.0,0.0,,,0.862,21.34128563160276
2307228105,2637.7244,7.79432895907861e-16,159.86676,298.13165,23.55321,4177.714,855.6306,0.0,1.0,2.0,2.611161802312272,1.6907279793550858,1.177,29.099809348143943
2308076271,8145.128,2.511483209005169e-17,2249.174,294.8332,1586.8608,2199.7815,0.0,1.0,1.0,0.0,0.4178802760312731,0.07701965078362268,1.016,27.612695764403878
2308129329,6451.285,1.2492496200066731e-17,1828.8398,242.39687,3954.6704,723.1543,0.0,1.0,1.0,0.0,0.31332120308349,0.03840368734606791,0.902,24.529997511316974
2308186140,16276.964,1.825069684756942e-17,4881.8203,616.9911,12022.9795,1370.4108,4034.666,1.0,1.0,0.0,0.5409073945254669,0.04340866922872472,0.953,24.180373418137094
2308198197,34259.625,5.562012319716077e-16,4337.5884,1115.9811,3873.8916,23143.275,9083.85,0.0,1.0,2.0,7.422566004307539,1.3158267089563045,1.508,38.205163308432134
2308250227,3111.0208,1.2145058764615838e-17,828.83215,84.56026,1191.91,861.489,733.8344,1.0,1.0,0.0,0.13402642636171003,0.02892533761250693,0.701,17.79303891542592
2308258220,1927.0581,1.31149624733942e-17,475.25385,26.586018,770.8401,533.3002,249.60054,1.0,1.0,0.0,0.09824001492717215,0.031235313444799587,0.723,18.351450978392215
2308295194,7965.168,3.545066507764331e-17,2202.4653,380.2583,1745.2228,4953.2725,3479.4136,0.0,1.0,0.0,0.3128363689188809,0.08347339698176491,0.813,20.570330644177346
2309160103,2538.6196,3.357127207192217e-17,485.82605,29.90942,549.70935,2059.5596,52.938213,0.0,1.0,2.0,0.19273857762016633,0.06849953971100645,0.8039999999999999,19.532802621155906
2309198195,23720.61,7.219951289547712e-17,5482.0327,5297.3384,7409.671,17548.762,18746.824,0.0,3.0,2.0,1.1970412061663185,0.1477373249627076,1.28,31.1224988373305
2309231082,0.0,,0.0,66.38786,231.34128,23.089062,0.0,0.0,0.0,2.0,,,0.87,21.14490953073493
2310167176,367368.62,1.7635747621943347e-16,88320.625,16439.271,135054.6,291621.12,76197.2,0.0,1.0,2.0,12.306660817432062,0.2610847693025615,1.062,23.449721823399877
2310199196,40952.062,3.6874627489454676e-16,7232.433,3327.4854,7424.552,29742.438,13843.494,0.0,1.0,2.0,2.6896576437861097,0.5463446621132669,2.213,48.87678213623093
2310293123,3040.4055,9.133248318119686e-18,879.218,63.102802,1419.8911,213.50201,735.6579,1.0,1.0,0.0,0.0684256422192361,0.01358687624048029,0.74,16.364102954794006
2310313103,66734.64,1.8718081413971032e-16,14133.453,4570.0586,4411.133,26593.355,19378.934,1.0,1.0,0.0,2.973674646462859,0.2795813092351796,1.94,42.953663960164654
2311063249,74.69205,inf,0.0,114.692764,33.73681,72.19611,0.0,2.0,2.0,2.0,inf,inf,0.767,18.865400796941575
2311182091,2507.231,2.4461769861540468e-17,464.94952,61.46096,92.12739,710.15466,518.2634,1.0,1.0,0.0,0.21374414592795413,0.05232756431449107,0.8329999999999999,20.513299175889703
2311197197,0.0,,0.0,100.635315,43.528942,570.57324,0.0,0.0,0.0,2.0,,,0.8029999999999999,19.778464300759133
