,MAGPIID,segID,xmax,ymax,RAmax,Decmax,z.x,QOP,mag_it,mag_rt,R50_it,R90_it,axrat_it,ang_it,fwhm_g,fwhm_r,fwhm_i,fwhm_z,stelkinfrac0p5Re,stelkinfracRe,gaskinfrac0p5Re,gaskinfracRe,re_galfit,re_err_galfit,n_galfit,n_err_galfit,q_galfit,q_err_galfit,mag_galfit,mag_err_galfit,pa_galfit,pa_err_galfit,chi2_galfit,z.y,StellarMass_bestfit,StellarMass_median,StellarMass_16,StellarMass_84,SFRburst_bestfit,SFRburst_median,SFRburst_16,SFRburst_84,P_asym,P_asym_err,C,C_err,centre_asym_x,centre_asym_y,centroid_x,centroid_y,walk_dist_pix,nan_frac
20,1501176107,4,176.5,107.5,212.30645,1.778244,0.3086,4,18.71,18.145,1.355,3.961,0.747,162.11,0.612897444167524,0.577237095458965,0.519972599920906,0.473332005149774,1.0,1.0,0.05,0.147887323943662,1.29,0.01,3.0,0.03,0.62,0.0,18.2,0.01,-19.5,0.24,110.853,0.3086,230284380271.939,195493280095.85,146078458730.373,224366889162.042,1.35381905846229,0.022399181416825,1.3689645696650302e-85,0.526717365965161,0.2336603261436632,0.006278451724474423,3.3080285310064133,0.016202209572897634,74.86826719219565,75.21598485551684,74.28867401612221,74.28867401612221,0.8900969227216705,0.26
21,1501196198,3,196.5,198.5,212.305338,1.783299,0.3092,4,18.311,17.713,2.309,6.545,0.723,139.85,0.612897444167524,0.577237095458965,0.519972599920906,0.473332005149774,1.0,0.833333333333333,0.0094339622641509,0.0096618357487922,2.59,0.04,3.67,0.04,0.82,0.0,17.59,0.01,-35.01,0.8,172.315,0.3092,154681183568.621,173382837113.441,153427538154.726,199651318282.673,2.17345517695842e-267,5.8657827844153407e-67,0.0,7.01715756508986e-08,0.060614386103643156,0.0030892443600718635,3.6102194885134646,0.07433186111997468,106.07602302860509,105.80161053950235,106.75646381121052,106.75646381121052,0.6805315600752949,0.27
22,1501224275,5,224.5,275.5,212.303782,1.787577,0.311,4,19.783,19.183,0.947,2.578,0.787,164.31,0.612897444167524,0.577237095458965,0.519972599920906,0.473332005149774,1.0,1.0,0.944444444444444,0.571428571428571,0.76,0.01,3.06,0.03,0.81,0.0,19.15,0.0,15.92,0.68,23.96,0.311,30364607619.076,48190591800.7137,30681828657.6427,98273127126.0895,2.34052610541284,4.76524145837734,6.1902551742344e-40,27.8111597476068,0.05209392817176842,0.007120016898418045,3.042210674557178,0.027893894285284472,54.209931747431966,54.42476309040619,54.39412700139887,54.39412700139887,0.19421188137558137,0.26
23,1501339278,9,339.5,278.5,212.29739,1.787744,0.3096,4,19.886,19.286,0.846,2.188,0.82,120.88,0.612897444167524,0.577237095458965,0.519972599920906,0.473332005149774,1.0,1.0,0.0714285714285714,0.0178571428571429,0.73,0.0,2.52,0.01,0.64,0.0,19.26,0.0,81.59,0.16,4.307,0.3096,12744712343.6516,25675447575.4361,14481535253.7537,33268088591.1912,2.51831797240721,5.36765238305488,1.48772405213025,8.2630532412424,0.0459685258709181,0.008562829059201344,2.8704463341437987,0.00646529370774734,56.87142562986679,61.46629468008611,56.681952216013364,56.681952216013364,0.19243452557904336,0.06
24,1502197197,2,197.5,197.5,212.63269,2.560971,0.2961,4,18.636,18.036,1.371,4.276,0.62,140.81,0.574015557139538,0.530238547790088,0.468300677296959,0.424455039448311,1.0,1.0,0.416666666666667,0.128378378378378,1.49,0.01,3.59,0.01,0.47,0.0,17.97,0.0,-39.15,0.07,17.816,0.2961,286146676870.054,200915195545.73,182850591352.336,225403334710.229,1.30396022500889e-18,1.33578982023527e-21,4.44799287655915e-132,1.85634233776032e-05,0.022439849142475533,0.006226857187839031,3.345331315758216,0.007237810239006522,87.68666313678538,87.90227195619511,87.55898664237039,87.55898664237039,0.15491860763374865,0.16
25,1502277280,4,277.5,280.5,212.628242,2.565582,0.2953,4,19.809,19.27,0.794,2.463,0.835,112.49,0.574015557139538,0.530238547790088,0.468300677296959,0.424455039448311,1.0,1.0,0.333333333333333,0.16,0.72,0.01,4.3,0.04,0.53,0.0,19.23,0.0,-75.39,0.14,9.898,0.2953,16151788013.6435,23816000787.0854,17403265510.3996,34759801500.436,0.0004607462507104,0.0011472893499046,1.68737221926768e-18,0.199527816158054,0.03747214364621822,0.009434838095960041,3.1463675409623986,0.043112710082743234,55.05391708172572,54.78320575955094,55.09349197766306,55.09349197766306,0.06083746219831737,0.11
26,1503197197,2,197.5,197.5,213.618958,-0.415222,0.2875,4,19.408,18.814,1.049,3.099,0.91,87.25,0.613778016046624,0.568136536545443,0.501603731280388,0.452662906047908,1.0,1.0,0.1,0.0238095238095238,0.97,0.01,3.53,0.03,0.92,0.0,18.75,0.0,-48.35,1.59,23.954,0.2875,88946374438.4572,81276942588.4171,72790667298.0341,90000438186.9672,8.85404432622689e-07,2.97029632580364e-08,3.50533255904053e-25,0.003137014409275,0.022052307974005148,0.006221909969258227,3.251604462680444,0.17559282384503402,74.03670078624687,73.92348537320397,74.10009328142432,74.10009328142432,0.07169302201087481,0.18
27,1503208231,3,208.5,231.5,213.618346,-0.413333,0.2887,4,19.549,19.074,1.255,2.363,0.698,167.37,0.613778016046624,0.568136536545443,0.501603731280388,0.452662906047908,1.0,1.0,1.0,1.0,1.18,0.0,0.8,0.01,0.65,0.0,19.14,0.01,-11.59,0.6,51.109,0.2887,47852842171.8882,49162374042.2657,42241592606.1358,58075076647.7071,6.16710487348341,1.60734298789186,0.0352261707860814,6.114963781551,0.14850788905558335,0.00670913745403291,2.253808320305069,0.024493089140573104,39.97692124332886,40.5341473831771,40.06014779079117,40.06014779079117,0.34273170578760026,0.41
28,1505197196,1,197.5,196.5,214.658035,-1.718046,0.3169,4,19.455,18.817,0.935,3.106,0.912,85.65,0.665988167019947,0.624043421142827,0.560061082573324,0.508536010307666,1.0,1.0,0.0,0.0,0.87,0.02,5.93,0.15,0.8,0.01,18.72,0.01,-60.75,1.2,82.324,0.3169,141308644321.366,159489150682.268,142700641149.059,171126419108.743,0.0686980366613462,0.600446871103705,0.106661195940172,2.30689801774031,0.023066858443690448,0.007069635556858023,3.4161312793680043,0.2045168857779425,68.29630671549886,68.50974212469868,68.25802504539872,68.25802504539872,0.11164938046203009,0.2
29,1505271308,5,271.5,308.5,214.653922,-1.711823,0.1263,4,19.742,19.431,1.056,2.447,0.805,130.46,0.665988167019947,0.624043421142827,0.560061082573324,0.508536010307666,1.0,0.790697674418605,1.0,1.0,0.96,0.0,0.99,0.0,0.62,0.0,19.49,0.0,-61.44,0.15,6.569,0.1263,2767518095.97584,3521749112.95404,2715093328.98825,4256155564.9116,2.64360006265978,1.34270401728597,0.97909242986147,2.39325365979907,0.05433997256833982,0.005809504760690536,2.524056947273907,0.019113458889595217,52.59352489652389,52.71877302584249,52.58408984413644,52.58408984413644,0.15610072129191785,0.12
30,1506211197,1,211.5,197.5,215.288599,1.623521,0.2963,4,19.265,18.643,0.99,2.885,0.892,88.99,0.636032959683653,0.58996464212733,0.522261414069197,0.471807722397973,1.0,1.0,0.05,0.0416666666666667,0.92,0.0,4.02,0.02,0.77,0.0,18.57,0.0,70.72,0.27,8.489,0.2963,210209304070.89,190570519359.918,157945650969.181,217808346250.227,0.185761011193574,0.68220145428165,0.0778261191757487,4.39180402884422,0.04157066090793092,0.006642619467329887,3.2784698433097526,0.008445366446100295,75.33662183448237,74.77432180490729,75.37337961396265,75.37337961396265,0.06454399128181698,0.19
31,1506279269,5,279.5,269.5,215.28482,1.627521,0.2966,4,19.557,19.136,1.62,3.807,0.819,109.51,0.636032959683653,0.58996464212733,0.522261414069197,0.471807722397973,1.0,0.849514563106796,1.0,1.0,1.98,0.02,2.18,0.03,0.59,0.0,19.04,0.01,-54.88,0.41,42.896,0.2966,52903634103.5158,54567638897.6479,36185117930.1275,64161760771.4322,3.12320663103216,0.751189154692799,1.69650891789016e-06,3.4440455423922,0.12165966003095881,0.0052709188496292605,2.673834952457158,0.04436020017618276,75.31572348600092,75.47702392486599,75.45553494439943,75.45553494439943,0.2741894740339534,0.19
32,1507084083,4,84.5,83.5,215.626838,0.401127,0.2581,4,19.651,19.388,1.066,2.973,0.603,163.83,0.660450728460671,0.62512838458831,0.573599634380519,0.536029848772468,1.0,0.833333333333333,1.0,1.0,0.71,0.0,1.76,0.02,0.49,0.0,19.55,0.0,-60.56,0.22,22.64,0.2581,5462491534.66416,6237497562.4166,5251699348.80089,8618548256.00273,1.4619031279487,1.08475158591872,5.16359467136772e-07,1.94337003940743,0.22682348598126112,0.01112415919154443,2.9214029638677363,0.031182674069582444,74.68251517016935,74.69790073243911,75.25089161076595,75.25089161076595,1.16767364555028,0.14
33,1507196198,3,196.5,198.5,215.620615,0.407516,0.3143,4,19.012,18.428,1.087,3.369,0.936,172.32,0.660450728460671,0.62512838458831,0.573599634380519,0.536029848772468,1.0,1.0,0.0,0.0,2.13,0.03,8.0,0.06,0.71,0.0,18.07,0.01,-21.56,0.25,33.207,0.3143,78443694673.4323,94399415330.577,77908193779.6415,119859086736.29,0.0028324082025469,1.34764893865989e-07,4.46121811540399e-44,0.0617590403412194,0.02964129217430666,0.0068125586957379965,3.604413217498486,0.018868644087576835,80.87753685316271,81.23856888937563,80.91914453518515,80.91914453518515,0.6006062071931585,0.22
34,1508197198,2,197.5,198.5,215.88356,2.714086,0.3157,4,19.448,18.875,2.124,4.206,0.356,21.65,0.581219910117881,0.544010293608881,0.484111038573954,0.440096941619674,1.0,0.691011235955056,1.0,0.932584269662921,2.24,0.01,1.05,0.01,0.24,0.0,18.88,0.0,20.16,0.07,52.022,0.3157,15321539454.6852,17192146218.2669,14140925886.5562,23898900828.4782,0.304407877807505,0.253255787082446,0.0002435925173283,1.21650201810856,0.14138054842342673,0.005670085295983044,2.382880300405357,0.0030724623619118527,71.80492367825804,71.40343802282092,71.74308429261252,71.74308429261252,0.07194206222931301,0.23
35,1509126271,4,126.5,271.5,215.895215,2.646747,0.0876,4,17.842,17.348,2.648,5.587,0.306,148.41,0.568136536545443,0.529421636273212,0.46973746420017,0.426078839404535,1.0,0.818181818181818,0.891304347826087,0.934545454545455,2.91,0.01,0.86,0.01,0.19,0.0,17.39,0.0,-32.09,0.04,331.254,0.0876,48275566920.0384,46597955161.8694,38955625243.9577,53211777849.3028,7.81177063017861,10.2332346717553,8.4627932964542,13.7520658597541,0.13991485590082928,0.004842931963628455,2.432633483802991,0.0025833645457263186,91.2005082763149,92.16117060130681,91.1507623198564,91.1507623198564,0.07023269004725943,0.23
36,1509199156,2,199.5,156.5,215.891155,2.640358,0.2828,4,17.434,16.841,3.133,9.328,0.683,77.04,0.568136536545443,0.529421636273212,0.46973746420017,0.426078839404535,1.0,0.923376623376623,0.0927835051546392,0.0298701298701299,5.04,0.08,5.25,0.04,0.77,0.0,16.54,0.01,73.41,0.37,238.839,0.2828,437974334209.415,432433625461.314,362881733193.532,474798570017.244,8.77027811532638e-06,1.25541253502412e-16,9.71736699727627e-102,0.0014526777902281,0.02709345647424074,0.001769004330677794,3.9965612485759907,0.01309971953861676,150.72213380829447,151.34341430263274,150.6335712568626,150.6335712568626,0.1028278639010001,0.23
37,1509231092,5,231.5,92.5,215.889375,2.636803,0.2806,4,19.788,19.281,0.826,2.304,0.826,12.35,0.568136536545443,0.529421636273212,0.46973746420017,0.426078839404535,1.0,1.0,0.0,0.0,0.75,0.01,4.37,0.05,0.68,0.0,19.18,0.01,19.88,0.43,29.571,0.2806,14636639847.2518,16287363340.272,13513438850.3984,32414732509.2671,0.0022490096260541,7.54815936471622e-07,1.03223744427199e-22,0.0365021234364372,0.05890739600859398,0.004184848169723555,3.1875559728386578,0.01918768066007114,51.02430737881572,51.182249297402635,51.21701170783267,51.21701170783267,0.4995873083114418,0.54
38,1511197198,1,197.5,198.5,216.571381,1.730855,0.2933,4,18.826,18.11,2.339,4.636,0.329,91.01,0.612857246078081,0.573599634380519,0.51320419774895,0.468058631318548,1.0,0.847222222222222,0.627450980392157,0.280092592592593,2.58,0.01,0.75,0.01,0.19,0.0,18.15,0.0,-89.51,0.05,112.549,0.2933,424686013375.159,448829989245.132,410731559957.963,491337179915.2,26.521650269014,9.00079173648109,1.84567193246944,30.4893753948917,0.06001249051731187,0.004934713294814838,2.252280822553039,0.325025062728488,88.41793173687878,88.30772493579919,88.42427426828306,88.42427426828306,0.008280845749766817,0.24
39,1511283231,2,283.5,231.5,216.566601,1.732688,0.2943,4,19.435,18.913,1.173,2.645,0.656,148.23,0.612857246078081,0.573599634380519,0.51320419774895,0.468058631318548,1.0,0.981132075471698,1.0,1.0,0.96,0.01,1.63,0.02,0.68,0.0,18.93,0.0,-50.82,0.57,121.351,0.2943,46059155108.3144,58032465744.5219,49756395662.4515,65488748603.6345,10.2151672842038,11.3369010042465,8.19725411937425,15.2110359730823,0.1081185553161316,0.0057377549611683345,2.762897536762867,0.056901817711752734,50.23157632813111,50.46035732661525,50.42872402691528,50.42872402691528,0.3895176343965538,0.19
40,1512197195,1,197.5,195.5,216.586304,-1.717489,0.3206,4,19.518,18.894,1.046,3.005,0.759,32.47,0.598671323041469,0.554135543080064,0.48859443294264,0.441478064558102,1.0,1.0,0.0,0.0,1.18,0.01,5.93,0.03,0.66,0.0,18.71,0.0,20.0,0.22,16.445,0.3206,194944778699.899,167503024020.829,122106641805.164,216687391645.584,34.0134746080508,35.917180589844,24.7794892282431,59.3678591741494,0.02781800145737496,0.007800290894131457,3.3356758429064244,0.010031448009131735,75.99837345192589,76.33214760990137,75.8313413604911,75.8313413604911,0.28913901029029404,0.16
41,1523197197,2,197.5,197.5,219.540924,-1.099324,0.2807,4,18.509,17.93,1.371,3.983,0.952,66.17,0.657680840440533,0.621146239673491,0.564096296388285,0.516828595137324,1.0,1.0,0.0,0.0066666666666666,1.74,0.01,4.45,0.02,0.92,0.0,17.75,0.0,35.35,0.83,25.565,0.2807,184346702358.313,215123475533.611,181959448265.043,260552592332.969,8.92094835329702e-06,0.0078533028285833,3.66080901982289e-19,1.86867778091784,0.01599782870851633,0.004711105563868792,3.553070012185493,0.033364999076508195,92.1281574927776,91.97437783494834,92.1736709820602,92.1736709820602,0.25254485987154707,0.18
