,MAGPIID,segID,xmax,ymax,RAmax,Decmax,z.x,QOP,mag_it,mag_rt,R50_it,R90_it,axrat_it,ang_it,fwhm_g,fwhm_r,fwhm_i,fwhm_z,stelkinfrac0p5Re,stelkinfracRe,gaskinfrac0p5Re,gaskinfracRe,re_galfit,re_err_galfit,n_galfit,n_err_galfit,q_galfit,q_err_galfit,mag_galfit,mag_err_galfit,pa_galfit,pa_err_galfit,chi2_galfit,z.y,StellarMass_bestfit,StellarMass_median,StellarMass_16,StellarMass_84,SFRburst_bestfit,SFRburst_median,SFRburst_16,SFRburst_84,P_asym,P_asym_err,C,C_err,centre_asym_x,centre_asym_y,centroid_x,centroid_y,walk_dist_pix,nan_frac,v_asym_g,v_asym_g_err,V_rot_g,SNR_g,Sigma_g,v_asym_s,v_asym_s_err,V_rot_s,SNR_s,Sigma_s,SFR_20,SFR_20_err,Ha_20,Ha_20_err,SFR_80,SFR_80_err,Ha_80,Ha_80_err,SFR_50,SFR_50_err,Ha_50,Ha_50_err,StarForm_ID_20,StarForm_ID_80,StarForm_ID_50,SFR_trev,SFR_err_trev,SFR_flag_trev,SNR_Phot,Phot_Flag,Kin_Flag_s,Kin_Flag_g
55,1533197198,3,197.5,198.5,222.968964,-0.141872,0.3154,4,19.274,18.721,1.28,2.947,0.57,5.4,0.572642793002213,0.536133123414348,0.478118191318244,0.436441140855001,1.0,0.992307692307692,1.0,1.0,1.21,0.0,1.83,0.01,0.49,0.0,18.72,0.0,4.18,0.1,40.596,0.3154,28121096657.2712,69335346098.2134,41728700951.5267,81576281503.4588,0.0002355941994345,4.1890251117486e-36,0.0,1.17347784390495e-07,0.0748274500468381,0.0053464212132485,2.7037309676058987,0.0047563233076769,61.340358760190206,60.965509286230045,61.26241170535427,61.26241170535427,0.1047561583680695,0.18,0.0338483334910718,0.0016965435046265,196.8116098740705,36.99162699720465,124.9912411013434,0.0335127095974749,0.0082360885347273,141.7464054350693,23.92335069564731,154.11568946601804,0.7832706738219756,0.3200417927808596,8152.964,1.6872181394517832e-16,5.588692571664055,0.294440717160442,63229.93,1.5522526438490831e-16,4.372794902946224,0.3282316635456678,44380.17,1.730394058428127e-16,1.0,1.0,1.0,4.54114,0.174139,0.0,11.012948186751169,1,1,1
56,1534149233,4,149.5,233.5,223.092557,-0.970167,0.3116,4,19.128,18.571,1.254,3.728,0.685,38.54,0.63252201087901,0.600142372174928,0.553404878495435,0.513961302379015,1.0,1.0,0.0,0.0079365079365079,2.14,0.32,8.0,0.67,0.6,0.01,18.09,0.06,48.05,1.37,1583.063,0.3116,95479916913.8639,123399694787.379,98877998756.2954,143103131641.017,5.93569761093193e-05,1.70067639026597e-10,4.00277414575163e-58,0.0065538713187033,0.155733363789561,0.0051561360459475,3.6713028499330527,0.0788869259868605,73.62160022421904,73.61220800219269,73.41149627012078,73.41149627012078,0.7607447806569193,0.57,,,,,,0.0287396585139372,0.0091619370987155,98.24531171431,31.026284465060524,227.3364055979208,,,0.0,,0.0001314996209136,0.002470196597581,70.61229,1.3392423279370222e-18,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,-99.0,6.426233079053381,0,1,0
57,1534176099,6,176.5,99.5,223.091056,-0.977612,0.3092,4,19.08,18.509,1.155,3.1,0.897,109.94,0.63252201087901,0.600142372174928,0.553404878495435,0.513961302379015,1.0,1.0,0.0,0.0,1.18,0.09,4.4,0.29,0.94,0.03,18.23,0.04,80.92,17.12,4728.853,0.3092,122300480050.32,139696238571.517,128075952954.086,153758509995.38,0.0081432238705708,0.040701133921269,4.86252144228223e-05,0.373263317550768,0.018365340986498,0.0049824726607658,3.4032103301820555,0.503392366166761,79.44040995135816,78.93964365901905,79.50677713504892,79.50677713504892,0.067341970834527,0.53,,,,,,0.016689745169979,0.0053842410456164,205.86780624199017,27.3298664770196,166.56617153076064,,,0.0,,1.5628954841819346e-07,2.051789044920353e-05,11.213621,1.1324338376158386e-20,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,-99.0,8.939220218217944,0,1,0
58,1534198197,5,198.5,197.5,223.089834,-0.972167,0.3129,4,18.531,17.933,2.324,6.102,0.633,24.27,0.63252201087901,0.600142372174928,0.553404878495435,0.513961302379015,1.0,0.727699530516432,0.0283018867924528,0.0140845070422535,4.04,0.31,5.46,0.22,0.5,0.01,17.53,0.04,35.61,0.53,1114.832,0.3129,366245932020.107,297042615362.828,252083422085.616,331996711712.935,8.572115897330721e-15,2.03556034521316e-10,7.37285691194877e-39,0.026332843385121,0.1647428425409875,0.0040741765243573,3.747406975827397,0.0687057992551917,99.000002341695,99.26090742799278,98.39938921430353,98.39938921430353,0.7337662428093795,0.47,,,,,,0.081256289581993,0.0231964153699963,54.66005696040145,17.862313624199533,250.3237433776897,inf,inf,233.07263,inf,0.0008582376061826,0.0120511756789444,406.373,6.471138815706632e-18,0.0060968498122716,0.1097801830588691,316.9044,5.894883808131902e-17,2.0,1.0,1.0,,,-99.0,4.873120350415082,1,0,0
59,1534224157,8,224.5,157.5,223.088389,-0.974389,0.3083,4,19.301,18.738,1.1,3.275,0.727,39.31,0.63252201087901,0.600142372174928,0.553404878495435,0.513961302379015,1.0,0.978723404255319,0.0,0.0,1.16,0.02,3.55,0.07,0.18,0.0,18.74,0.01,51.76,0.14,202.762,0.3083,171592351559.98,130255845295.901,104608385678.703,149403836063.523,4.97118008363762e-133,1.40941597885006e-09,4.40295432334416e-48,0.0033695825843821,0.0747930374807279,0.0050795294830461,3.0766832430314883,0.0053915447593883,57.32993230087292,57.00908446993826,56.38808623697339,56.38808623697339,1.0632907819219966,0.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.368909467398906,0,0,0
60,1534302074,13,302.5,74.5,223.084055,-0.979001,0.3098,4,19.845,19.247,0.834,2.458,0.774,90.42,0.63252201087901,0.600142372174928,0.553404878495435,0.513961302379015,1.0,1.0,0.0,0.0,0.9,0.01,7.57,0.11,0.62,0.0,18.88,0.01,85.62,0.27,16.352,0.3098,109856040133.566,89149281297.9485,77508745735.7387,103544773500.099,1.16216846945801e-10,4.09508353992506e-06,1.35872629893828e-13,0.0193813807013837,0.0247928790829294,0.0055612150525263,3.1808084692536323,0.00873333270652,55.07126874063773,55.01368098263068,55.05063733176025,55.05063733176025,0.0545647219286816,0.22,,,,,,0.0184348724457511,0.0072130166434777,195.3571795826253,26.351641065933208,229.26240106852356,,,0.0,,2.5002576895546187e-06,0.0001047482038139,16.661512,5.755504760955229e-20,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,,-99.0,10.337963012282975,1,1,0
61,2301064121,10,64.5,121.5,339.499849,-31.859218,0.2945,4,19.99,19.534,1.1,2.262,0.702,93.18,0.704372042140792,0.669658015381145,0.620052310273567,0.580159636243852,1.0,0.914893617021277,1.0,1.0,0.93,0.0,1.07,0.01,0.61,0.0,19.55,0.0,89.06,0.21,7.669,0.2945,53642729751.6213,69165867888.3574,54919691027.5072,83506150090.5194,23.8161306057681,25.5971681827678,18.5377691414823,34.2881057201073,0.0831127261443815,0.0081405492668141,2.403472405909934,0.0057453511449035,56.61854903351086,56.97877490795501,56.386281897605954,56.386281897605954,0.2329089291331142,0.12,0.0186130758109166,0.0024950288319618,137.5450379190085,56.28676804432417,74.46634666427019,0.0791999514658774,0.0290266933733782,111.82756269554156,9.550251355792152,84.72465704556524,1.1453184534152356,0.2599841627099294,10969.316,1.6052971777190363e-16,4.678208149801916,0.2022763838552333,57588.34,1.2489749557718615e-16,3.441163573823283,0.2177204264079419,39355.582,1.344335679532936e-16,1.0,1.0,1.0,4.25968,0.112516,0.0,8.83485359062285,1,1,1
62,2301109255,8,109.5,255.5,339.496905,-31.851773,0.2936,4,19.604,19.255,1.178,2.495,0.566,115.78,0.704372042140792,0.669658015381145,0.620052310273567,0.580159636243852,1.0,0.981132075471698,1.0,1.0,1.08,0.01,0.93,0.02,0.36,0.0,19.29,0.01,-60.9,0.33,228.027,0.2936,10875509115.6628,13563239311.4224,11186856677.2883,17016435357.2353,10.1910631612821,4.8734713895192,3.78044692475863,7.78286167357389,0.1181516968835436,0.0065843602877908,2.3773297320963223,0.038195445398015,51.81556360125576,51.22971746898265,51.896029474995416,51.896029474995416,0.0804781432811781,0.14,0.0560298469114881,0.0026631986932533,133.25252825272548,64.49996681400974,98.59680252548284,0.0342869020455421,0.0117208616225999,103.03236733563926,15.343333695859345,100.05058765844228,0.5709694972015411,0.1120863960401094,8546.935,6.969747261586157e-17,2.8385981717870723,0.0875294086390969,54412.703,5.442746646544831e-17,2.2292433618890724,0.0996892399545226,37519.72,6.198868299182406e-17,1.0,1.0,1.0,3.34089,0.0800554,0.0,11.185346307809718,1,1,1
63,2301196197,2,196.5,197.5,339.491215,-31.854996,0.2981,4,18.154,17.564,1.488,4.862,0.879,96.71,0.704372042140792,0.669658015381145,0.620052310273567,0.580159636243852,1.0,1.0,0.0,0.0170454545454545,1.81,0.01,5.07,0.02,0.88,0.0,17.39,0.0,-54.48,0.42,23.568,0.2981,109381821570.292,114330961290.595,101862527907.571,130286598235.826,9.65993506250758e-05,1.07848726497251e-28,2.7703429689540202e-95,5.55630296989692e-08,0.0251547468839833,0.0036218191280922,3.653149106919613,0.0611355224101977,109.5459965451011,109.25326368538106,109.46208699661648,109.46208699661648,0.3386914903625446,0.26,,,,,,0.024150599522771,0.0071902643030264,130.086113006332,29.6133378359976,256.9038049139696,,,0.0,,0.0016213175368447,0.0227964093623384,186.51408,1.3687936664497109e-17,0.0009279610906373,0.0233947756157512,104.020966,1.4047221289049292e-17,0.0,2.0,2.0,,,-99.0,9.583949584976686,1,1,0
64,2301269327,5,269.5,327.5,339.486441,-31.847773,0.2984,4,19.103,18.575,1.423,4.472,0.755,6.21,0.704372042140792,0.669658015381145,0.620052310273567,0.580159636243852,1.0,0.923076923076923,1.0,0.935897435897436,3.26,0.04,6.3,0.04,0.62,0.0,18.09,0.01,12.85,0.17,8.975,0.2984,43944160544.608,42428619026.1239,39031611993.3638,47340675727.6796,0.0003256186413875,1.76542046016437e-13,1.0174625021414601e-58,0.0040858400268925,0.3449514000565855,0.0112114988193985,3.784869368691217,0.0103692573295268,92.2325589054506,68.26888872202343,93.84552910425629,93.84552910425629,2.9999792635810234,0.28,0.0706768815516345,0.0086565237809172,124.14806721105842,38.645901058016776,135.3157075448399,,,76.81834265990211,20.85790137861287,185.89168242159107,0.9745513360231696,0.1967838891993189,14707.348,1.1788424288730463e-16,2.0009846923241463,0.1543855687094288,38490.74,9.248534498473548e-17,1.6308792937602938,0.1549249776987583,31262.201,9.280848028088412e-17,3.0,3.0,3.0,1.90355,0.0897137,0.0,4.7774072538208125,1,0,1
65,2301290261,3,290.5,261.5,339.485067,-31.85144,0.2978,4,19.127,18.582,1.008,2.956,0.783,148.91,0.704372042140792,0.669658015381145,0.620052310273567,0.580159636243852,1.0,1.0,0.5,0.5375,1.46,0.03,8.0,0.08,0.56,0.0,18.31,0.01,-40.94,0.15,25.486,0.2978,38639325589.6267,40364996330.8874,34751754858.2834,51645449331.6085,0.0031290388355988,0.004879229454457,2.3646598007349598e-11,0.272967141023109,0.0640929576992138,0.0051037012699376,3.3237576873487527,0.0147223323278106,76.14917888741053,75.82029726858792,76.12923199296293,76.12923199296293,1.5707271472889606,0.51,0.11579888389396,0.0217450405048814,277.3353464397641,,260.7313893823804,0.0336796262930897,0.0109910113585153,171.52609632871506,27.881634660290697,225.39210166271607,inf,inf,513.7655,inf,2.859251936645714,1.3906432913606646,3262.0225,8.369384823296926e-16,1.0210687466481612,0.812801892308065,1993.0608,4.891730225925973e-16,2.0,2.0,2.0,,,-99.0,9.764133595562317,0,1,0
66,2302196199,2,196.5,199.5,340.190833,-34.714767,0.2926,4,18.257,17.709,2.221,5.785,0.757,29.89,0.640063601102215,0.604090310667935,0.545034427550834,0.497280344230265,1.0,0.930051813471503,0.0212765957446809,0.0207253886010363,3.43,0.12,5.92,0.1,0.8,0.01,17.44,0.02,11.91,1.0,414.345,0.2926,102751938046.146,108707392928.078,86303714913.1292,138105380262.364,0.27297972340455,4.43367310899794e-09,0.0,1.5556033516524,0.3472697256114022,0.007437637807262,3.770461297772572,0.0762435942337542,118.637928646136,117.70080276581083,120.97513416166936,120.97513416166936,2.999999198031618,0.24,,,,,,0.0520840623868238,0.0193970462670826,59.46235978035352,22.77138329490585,221.60446315079412,,,0.0,,4.560963513960254e-05,0.0011142617528489,167.235,6.983233366245988e-19,7.449594611900027e-05,0.0026060565997727,116.79025,1.6332519136843554e-18,0.0,2.0,1.0,,,-99.0,5.260936293632297,1,1,0
67,2302197233,4,197.5,233.5,340.190765,-34.712878,0.2932,4,19.296,18.704,1.418,4.18,0.573,107.48,0.640063601102215,0.604090310667935,0.545034427550834,0.497280344230265,1.0,0.993827160493827,0.394736842105263,0.111111111111111,0.86,0.02,4.48,0.14,0.57,0.01,18.89,0.02,-64.95,0.6,262.09,0.2932,65081714450.1889,50475855022.6285,36884812224.9067,68642960439.5262,21.9298402512146,19.4327303226232,12.2469086601984,22.767426505111,0.3670721689758784,0.0117203343589445,3.694551580199712,0.1393382545567658,84.7069654093171,85.15809790500577,81.85139597993489,81.85139597993489,2.99999978583921,0.46,,,,,,0.0503449836145323,0.0127937835274497,116.55404685444738,23.62996984781743,198.73542963726203,inf,inf,1065.572,inf,1.542564654491315,1.7874429005715302,1273.4993,1.1149543914743693e-15,25.28630436347585,31.32677908948835,1191.1244,1.954072485638806e-14,2.0,2.0,2.0,,,-99.0,12.202747793518775,1,1,0
70,2303197196,4,197.5,196.5,340.36972,-34.080057,0.3428,4,19.192,18.724,2.023,3.991,0.738,71.74,0.694224996703617,0.648740895804761,0.581224831608519,0.526240847467987,1.0,0.89751552795031,1.0,1.0,2.32,0.01,1.62,0.01,0.66,0.0,18.61,0.0,72.45,0.35,34.357,0.3428,89348885624.9624,75200716806.8728,65866413452.1531,82750302807.1458,1.9884286166827,1.58553127017682,0.306509752013779,3.78755713117005,0.1541857209603261,0.006851341357524,2.531648446073881,0.0081748248204405,76.83129314333888,77.47556441023876,76.01110384406067,76.01110384406067,0.8505943762868992,0.16,0.0124747417147158,0.0029345834867123,227.1151341599716,15.759341080964038,67.39748647470115,0.0630064015445895,0.0143862293220377,184.0770671878849,9.33894225414868,98.2981409750887,0.2835398532454993,0.3884887924975734,3579.9963,1.688233977763858e-16,3.726809149264125,0.348583802045009,52441.72,1.5148210967094259e-16,1.8332932620978464,0.3776913832853238,23809.037,1.6413122815503074e-16,1.0,1.0,1.0,4.558,0.195666,0.0,5.3969086975738305,1,1,1
71,2304104201,4,104.5,201.5,341.648595,-31.305159,0.2882,4,18.894,18.613,1.372,2.932,0.933,42.46,0.667890242368905,0.620247150594903,0.55196205091622,0.496893123519451,1.0,1.0,1.0,1.0,1.29,0.01,1.55,0.01,0.95,0.0,18.58,0.0,48.81,3.57,80.121,0.2882,38141153748.2716,44926749540.1565,36572235265.3476,52235480757.3211,26.0355417524793,16.605980201897,12.0482759829072,24.238057046332,0.2677739903725347,0.0069212523387249,2.6103387617807936,0.0949562678703174,53.940579817160085,53.87239920694645,53.33367691088726,53.33367691088726,0.6509958964850683,0.04,0.0139075090715038,0.0009361062001327,202.6861896510157,60.97202319664992,51.86126867884919,0.0407116381999915,0.0117500753037771,188.16010098898624,16.081143832394844,64.52624155927741,0.5542607711698105,0.1771278093931501,14537.279,1.1493898446540068e-16,5.10669600725068,0.1486600972223007,159588.4,9.64661656676016e-17,3.117079076292319,0.1649400527708682,87796.55,1.070302976596646e-16,1.0,1.0,1.0,5.80145,0.0633837,0.0,8.913534575012587,1,1,1
72,2304196198,2,196.5,198.5,341.642613,-31.305326,0.2857,4,18.874,18.219,1.333,3.326,0.582,158.15,0.667890242368905,0.620247150594903,0.55196205091622,0.496893123519451,1.0,1.0,1.0,0.971014492753623,1.36,0.01,2.71,0.02,0.41,0.0,18.16,0.0,-23.65,0.12,64.183,0.2857,146929396799.165,139836090968.139,124319498691.305,175269602992.418,1.50239290299497e-21,1.13187687187096e-20,3.7358901902163e-41,6.43856430408319e-08,0.0583738081684044,0.0045436824971893,2.933451172043264,0.0077454655206367,55.99993989287681,55.72185515853177,55.87729228136062,55.87729228136062,0.1633802792673249,0.38,0.0314690327261222,0.0097275624601063,219.81477371137385,14.631455627390414,187.97529479306007,0.0317057305469346,0.00782672734824,143.1714751040956,24.79980773472861,212.0918157522493,38.18012132475267,28.34589934621385,4354.764,1.876513209175941e-14,4.613547579088011,0.6191880140716393,24089.625,4.0990567036781846e-16,4.607423494439537,0.9702407330160556,15353.1045,6.423043874345663e-16,2.0,2.0,2.0,1.50943,0.242492,0.0,12.587181191107165,1,1,1
74,2305197198,1,197.5,198.5,344.606659,-34.696554,0.3173,4,19.427,18.831,1.022,3.45,0.886,120.69,0.61687560262874,0.584099877650795,0.529857500013603,0.488138631433025,1.0,1.0,0.0,0.0,1.36,0.02,7.38,0.07,0.84,0.0,18.6,0.01,-76.59,0.56,20.372,0.3173,171421597632.354,154096006525.74,133171742574.245,186237978121.44,39.2009191467495,35.8050428248104,28.5018784144214,55.435691269448,0.039795824610981,0.0057155570012626,3.658382043915398,0.2161207354419728,79.3260126686028,78.58222245597503,79.37175511867447,79.37175511867447,0.0506884080017514,0.11,,,,,,0.0325673753365588,0.0099809132438965,136.40835432753863,29.393842192383214,215.4453479571804,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,-99.0,7.462434125665946,1,1,0
75,2306197198,3,197.5,198.5,345.065704,-34.467699,0.3139,4,19.163,18.583,1.1,3.616,0.945,105.32,0.568986468532485,0.533829723318617,0.476624128338565,0.433544154249622,1.0,1.0,0.0,0.0,1.32,0.01,5.54,0.04,0.81,0.0,18.43,0.0,-63.21,0.51,28.775,0.3139,41762175648.9115,47343210423.5085,32482564020.1816,91138822657.9686,2.76677311623143,3.19770464719533,1.12604884472964e-05,39.9400882756803,0.0547403196979606,0.0047081159835812,3.5563383574159584,0.0958240857474517,85.8225565296373,85.68115127478916,85.19706243269937,85.19706243269937,0.627202548079518,0.15,,,,,,0.0340120909267898,0.0099366426339526,237.1397868641085,26.64064450651166,222.4368981646286,,,0.0,,3.680243921543124e-05,0.0013005873438356,56.827435,6.932487528518887e-19,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,-99.0,8.518866972416017,1,1,0
77,2307197200,2,197.5,200.5,345.484711,-34.497346,0.3357,4,19.339,18.761,1.583,4.819,0.859,157.97,0.683960552672356,0.648766455887034,0.596104750810452,0.553708500504517,1.0,1.0,0.16,0.0416666666666667,2.75,0.03,6.74,0.04,0.81,0.0,18.45,0.0,1.6,0.3,15.444,0.3357,1549763468207.55,1480438470966.33,1264842940562.48,1707167960209.25,0.0,7.57090027339656e-82,0.0,2.12880566654821e-15,0.0353305718721334,0.0045540037032397,3.779887397928365,0.0178263540039449,88.29585891760229,87.45535671190208,87.90662280123115,87.90662280123115,0.5617715915732787,0.21,,,,,,0.0351751192999505,0.0138717279658202,86.01972736010127,24.20429661954775,222.48158886395768,inf,inf,682.9678,inf,0.5911981924964612,2.9224598739489065,702.29767,1.3333253070381377e-15,2.747887966190476,13.96804085387328,682.9678,6.37269395081434e-15,0.0,3.0,3.0,,,-99.0,3.8807098850865986,1,1,0
78,2307228105,3,228.5,105.5,345.482621,-34.502624,0.3342,4,19.873,19.262,1.177,3.095,0.69,131.71,0.683960552672356,0.648766455887034,0.596104750810452,0.553708500504517,1.0,1.0,0.766666666666667,0.471698113207547,1.17,0.02,2.91,0.06,0.48,0.0,19.23,0.01,-53.18,0.41,257.085,0.3342,510306689695.35,451553723602.867,404479062416.202,506142234635.935,9.463526151029433e-59,5.81496628115672e-65,0.0,1.35330396789778e-13,0.0229425588390264,0.0055071121475062,2.94796234201502,0.0465050814425153,68.0917524663461,67.47783380970077,68.09139836562905,68.09139836562905,0.0049199262705107,0.18,,,,,,0.0250461138820914,0.0068402739376264,201.1101242458951,24.68080522369624,200.5864318066939,0.6771766554204441,1.026857282301092,1126.3186,4.733856392045449e-16,2.4504960187522244,1.4774917896975488,2832.685,6.811300921176683e-16,2.611161802312272,1.6907279793550858,2637.7244,7.79432895907861e-16,1.0,1.0,1.0,,,-99.0,8.285141215587906,1,1,0
79,2308198197,2,198.5,197.5,345.491999,-32.798679,0.3469,4,18.274,17.729,1.508,5.633,0.684,106.02,0.696006915510404,0.654393446363271,0.592317817043462,0.541421871857646,1.0,0.994252873563218,1.0,0.977011494252874,1.48,0.01,4.55,0.02,0.67,0.0,17.67,0.0,-80.82,0.11,13.42,0.3469,239570039821.26,221951631781.421,189962307838.517,252260717325.755,49.0735878706363,3.36041805589301,0.0003685269561381,37.9975746730947,0.0876628154625952,0.0028291033261826,3.786151334839637,0.0642132413355126,105.45266929718716,104.96950739888862,105.0137789841291,105.0137789841291,0.4492115776079949,0.16,0.0283431836295993,0.0038587225175836,314.3447236748369,14.429648427755389,155.84057192347194,0.023284363235356,0.0075012167979659,216.17073608632555,32.492318890881094,218.92279963143125,11.75582737553181,10.002423252223489,7137.978,4.2280340547281785e-15,9.66854007513231,1.2582386499397005,46668.637,5.318587033134874e-16,7.422566004307539,1.3158267089563045,34259.625,5.562012319716077e-16,2.0,1.0,1.0,9.71885,1.59344,0.0,11.964920517506524,1,1,1
81,2309198195,2,198.5,195.5,346.275632,-30.120823,0.3259,4,19.514,18.92,1.28,3.508,0.732,73.41,0.761652631956217,0.718789108423643,0.661948555497479,0.614538945355613,1.0,0.984375,1.0,0.984375,0.93,0.02,3.74,0.11,0.74,0.01,19.01,0.01,48.14,1.79,242.15,0.3259,53702550046.8938,57689022907.4406,52645867687.6677,62926478685.6714,0.120910163615679,0.0923242302654102,0.0089634953222408,0.431659188061177,0.0666586719768098,0.006095738183035,3.296777366018311,0.0783191175587129,88.46270440524913,89.12652847207524,89.43530137458444,89.43530137458444,1.0207873632394175,0.27,0.0516231903524808,0.008345469551405,134.76342861214556,35.1304735435423,191.3695477732189,0.0402435960296248,0.0137170620703584,31.395351732051235,18.994131419346587,203.36989401913573,,,,,,,,,,,,,,,,,,,9.443798970268487,1,1,1
82,2310167176,3,167.5,176.5,348.305111,-34.015689,0.2832,4,18.925,18.662,1.062,2.992,0.623,53.6,0.61198767846857,0.576053467830161,0.520782210167452,0.48001601303581,0.863636363636364,0.966666666666667,1.0,1.0,1.09,0.09,8.0,0.47,0.65,0.01,18.5,0.04,-80.6,1.14,530.834,0.2832,10713006879.038,12269198409.581,10116393883.1505,15883538065.829,12.5862371191615,9.68300352197687,8.16818221455284,12.6620867612138,0.1537049850931706,0.0056586599224048,3.692983176652272,0.6360664386830478,61.90466354955517,61.60809813077895,62.19094592685022,62.19094592685022,1.1205105122209562,0.39,0.0384920334860888,0.0023924496440658,82.38077706979918,63.31129133074098,286.85741788238136,0.0398690627612005,0.02929945720801,234.3541830389522,13.073035542614146,537.3120251763518,7.35330234789099,0.3309473706472747,173167.69,2.235482491174109e-16,13.390861186128772,0.2534655046848901,411749.44,1.7121081721588442e-16,12.306660817432062,0.2610847693025615,367368.62,1.7635747621943347e-16,1.0,1.0,1.0,19.1271,0.44849,0.0,13.669824042224413,1,1,1
84,2310199196,4,199.5,196.5,348.302967,-34.014578,0.2833,4,18.297,17.76,2.213,4.807,0.601,121.12,0.61198767846857,0.576053467830161,0.520782210167452,0.48001601303581,1.0,0.931578947368421,1.0,0.96578947368421,3.67,0.19,5.86,0.16,0.5,0.0,17.55,0.03,-60.36,0.41,494.008,0.2833,47924433602.2806,43331446856.9348,37088517054.8598,52254576913.4706,9.67853964889642,0.0495528484002238,0.000165389859829,0.952742881173053,0.5020610173044094,0.0139271896834328,3.4569641858154205,0.0676540075126169,86.30832457945056,86.64222825921028,83.43664724419176,83.43664724419176,2.9697054125554696,0.19,0.1137443651001556,0.0087256787415221,176.0313903619233,17.740151271442215,155.2358204362147,0.0360173713948882,0.0091103325612878,151.96516678265667,21.00512800387889,188.9374103649288,1.342953452528131,1.3701759205148094,8153.238,9.2477752905234e-16,3.4640691597449624,0.446251839381923,64573.156,3.011902830722794e-16,2.6896576437861097,0.5463446621132669,40952.062,3.6874627489454676e-16,2.0,1.0,1.0,4.3634,0.194202,0.0,6.359094158083152,1,1,1
85,2310313103,7,313.5,103.5,348.295325,-34.019745,0.2843,4,18.85,18.456,1.94,3.973,0.601,95.6,0.61198767846857,0.576053467830161,0.520782210167452,0.48001601303581,1.0,0.934931506849315,1.0,0.986301369863014,2.1,0.01,1.59,0.01,0.48,0.0,18.48,0.0,-84.57,0.19,63.831,0.2843,6365583979.6226,4641780098.55461,3389327166.59813,10125821926.6069,3.55496559792974,6.42940643898838,3.4689313012824,9.75361573621898,0.168593967260916,0.0065839292606091,2.576202597820052,0.1275167135929572,74.0892339482871,73.2897253612042,74.60524323289509,74.60524323289509,0.516270830394605,0.12,0.022940480747238,0.0028082297191989,133.68497010741166,43.324070940804816,81.13818784632484,0.0361124953459296,0.0120716613740296,103.29708834878724,14.508354442201568,101.38354951135636,0.9617754823292114,0.3470165813814484,17389.596,2.323290008214373e-16,4.496111077880867,0.2447695216437624,115251.266,1.638741819444269e-16,2.973674646462859,0.2795813092351796,66734.64,1.8718081413971032e-16,1.0,1.0,1.0,10.4522,0.157283,0.0,7.9784183911229976,1,1,1
86,2311197197,2,197.5,197.5,348.454529,-32.982594,0.3323,4,19.266,18.686,0.803,2.635,0.947,5.61,0.578367194471915,0.532062318835128,0.466254224526944,0.421609151277769,1.0,1.0,0.0,0.0,0.84,0.01,6.46,0.06,0.7,0.0,18.55,0.0,47.57,0.4,61.586,0.3323,45487557344.1878,46439238243.0354,42366717997.3403,54421842349.3148,7.33058744522412e-17,2.68348607098974e-19,2.54884145465281e-34,7.56148422538362e-08,0.0236260107610546,0.0062143631455601,3.4731482726830447,0.0145355052970655,70.91264788436487,70.45825243872662,70.97320984782606,70.97320984782606,0.0749382059144727,0.2,,,,,,0.020793080247484,0.0062828582953677,127.359542074268,37.86161140004146,217.5508707712066,,,,,,,,,,,,,,,,,,,13.28855797610832,1,1,0
