,MAGPIID,segID,xmax,ymax,RAmax,Decmax,z.x,QOP,mag_it,mag_rt,R50_it,R90_it,axrat_it,ang_it,fwhm_g,fwhm_r,fwhm_i,fwhm_z,stelkinfrac0p5Re,stelkinfracRe,gaskinfrac0p5Re,gaskinfracRe,re_galfit,re_err_galfit,n_galfit,n_err_galfit,q_galfit,q_err_galfit,mag_galfit,mag_err_galfit,pa_galfit,pa_err_galfit,chi2_galfit,z.y,StellarMass_bestfit,StellarMass_median,StellarMass_16,StellarMass_84,SFRburst_bestfit,SFRburst_median,SFRburst_16,SFRburst_84,P_asym,P_asym_err,C,C_err,centre_asym_x,centre_asym_y,centroid_x,centroid_y,walk_dist_pix,nan_frac,v_asym_g,v_asym_g_err,V_rot_g,SNR_g,Sigma_g,v_asym_s,v_asym_s_err,V_rot_s,SNR_s,Sigma_s,SFR_20,SFR_20_err,Ha_20,Ha_20_err,SFR_80,SFR_80_err,Ha_80,Ha_80_err,SFR_50,SFR_50_err,Ha_50,Ha_50_err,StarForm_ID_20,StarForm_ID_80,StarForm_ID_50,SFR_trev,SFR_err_trev,SFR_flag_trev,SNR_Phot,Phot_Flag,Kin_Flag_s,Kin_Flag_g
11,1205197197,3,197.5,197.5,178.079819,-0.826803,0.2912,4,18.587,18.115,1.725,3.466,0.931,43.35,0.621121643587341,0.585630337568697,0.529870547755623,0.48802634487448,1.0,1.0,1.0,1.0,1.73,0.01,1.3,0.01,0.93,0.0,18.07,0.0,7.04,1.97,140.122,0.2912,23213531379.3971,43335621388.2104,26166830928.7183,81455900290.0775,0.215466904508837,0.939869324850763,5.06848116030921e-05,50.647819227429,0.0960780895760329,0.0040464329540977,2.496297781666893,0.0716859177852865,70.97772449809113,70.70048022320233,71.03469870745798,71.03469870745798,0.0867979159963197,0.13,0.0094314318904452,0.0009558146231398,263.358740191644,39.39274033063993,63.696919580267576,0.0213140815142968,0.0054845565087474,250.28581523755636,15.262439183425426,84.27781339979192,0.5794275718901938,0.2319782954968488,11050.397,1.4699481216188684e-16,4.091997623605329,0.1913658388665113,94601.29,1.2126041998082893e-16,2.080097536586587,0.2027496156927016,45388.91,1.2847383679068486e-16,2.0,1.0,1.0,4.28922,0.0967305,0.0,7.962317225939657,1,1,1
12,1206110186,3,110.5,186.5,180.166761,-1.452576,0.2671,4,18.074,17.492,1.643,5.535,0.801,110.64,0.609172793543294,0.576092976963064,0.520148931617408,0.476961623112236,1.0,1.0,0.0,0.0047619047619047,1.81,0.0,4.12,0.01,0.85,0.0,17.38,0.0,-49.66,0.16,12.657,0.2671,291456528956.193,302119660993.147,244161756867.685,363532075646.397,4.6528688332547604e-14,5.77113317447296e-142,0.0,2.7860514831818403e-09,0.023513055002961,0.0028720288711532,3.761929195336171,0.0213467471488541,96.61352515572452,96.8802449197772,96.98225426241817,96.98225426241817,0.3704480981064535,0.42,,,,,,0.0287277796222998,0.0081662512772516,27.19029458866741,29.928232959460637,259.1417676597167,,,0.0,,1.564001399714336e-05,0.0006681695550647,69.28003,5.159645127765893e-19,1.15094937092131e-05,0.0018542352685179,18.371685,1.4318515257722713e-18,0.0,2.0,2.0,,,-99.0,9.96777682952686,1,1,0
13,1206196198,1,196.5,198.5,180.161982,-1.451909,0.3263,4,18.287,17.686,1.713,5.714,0.909,83.79,0.609172793543294,0.576092976963064,0.520148931617408,0.476961623112236,1.0,1.0,0.0,0.0172413793103448,3.03,0.03,6.55,0.03,0.79,0.0,17.4,0.0,64.05,0.18,24.326,0.3263,245717299927.369,278693999341.451,244322831433.766,378604174931.01,5.5219436452781e-31,3.74430705705936e-21,2.98117746930866e-48,3.7498951732219105e-09,0.0318811944881794,0.0035214428591703,3.9734597010218007,0.0076492023937403,104.26569480282824,103.57295914236464,104.25780702396276,104.25780702396276,0.1083721137872772,0.4,,,,,,0.0366711392037335,0.0088989661886246,238.5699073187094,25.97531140130248,250.37674729518213,,,0.0,,0.0001883411487033,0.0043285718851172,141.16902,2.1093757963846453e-18,0.000135680532884,0.0087660363368098,50.21727,4.271816518208103e-18,0.0,2.0,2.0,,,-99.0,5.699254127051548,1,1,0
14,1206276211,4,276.5,211.5,180.157536,-1.451187,0.2682,4,19.049,18.484,1.211,3.713,0.919,112.64,0.609172793543294,0.576092976963064,0.520148931617408,0.476961623112236,1.0,1.0,0.0,0.0,1.4,0.01,4.75,0.02,0.9,0.0,18.32,0.0,74.83,0.57,12.742,0.2682,162311064536.17,125238468893.042,102232297681.126,162004172289.713,6.251930501007231e-15,0.0037928889814896,5.61958761845834e-11,0.208947439553469,0.0228151082415015,0.0050010795364136,3.534239929658235,0.0177276289138666,79.10864149498532,78.45050770666484,78.76080815423666,78.76080815423666,0.3605897654707162,0.43,,,,,,0.0337804471265113,0.0096218606294555,78.26129055532328,26.42628829871672,205.1972598807651,,,0.0,,1.1823495053308565e-07,8.55444985645396e-06,19.325932,6.5441460810257204e-21,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,-99.0,8.111181140966167,1,1,0
15,1207128248,3,128.5,248.5,182.0037,-2.480786,0.3209,4,19.89,19.455,1.473,3.26,0.553,171.69,0.622195799268185,0.572979659038787,0.508187688681967,0.461776987584158,1.0,0.917647058823529,1.0,0.823529411764706,1.39,0.01,1.81,0.02,0.53,0.0,19.42,0.01,-15.73,0.26,62.065,0.3209,74405862212.9669,78883369547.1631,58666297191.5619,98594028559.2063,1.81270819031013,0.227676206560697,1.45151753941555e-05,3.8556896287143,0.1640141179928796,0.0203714259740201,2.772621701091793,0.0152149319355316,61.96669632606897,61.87164848177859,62.29486102484645,62.29486102484645,0.8703286140082288,0.3,0.1024777185070516,0.0019550220583487,182.28947519688828,54.88784968056814,176.7984297778375,0.0407129310786532,0.013792311910038,121.43381199517988,13.675521000991164,134.0494056636717,1.5251919831759164,0.2511722190433176,22220.445,1.272238058120048e-16,2.403901696317053,0.175878279033123,50015.47,8.908590330366375e-17,2.1542645029359684,0.1873849675661471,42069.188,9.491427362678538e-17,2.0,2.0,2.0,2.51923,0.071018,0.0,6.840858853911172,1,1,1
16,1207197197,1,197.5,197.5,181.999863,-2.483619,0.3205,4,18.9,18.506,1.756,4.729,0.589,58.48,0.622195799268185,0.572979659038787,0.508187688681967,0.461776987584158,1.0,0.902542372881356,1.0,1.0,1.41,0.01,2.42,0.02,0.65,0.0,18.59,0.0,33.91,0.32,86.007,0.3205,96305318114.2631,281652706137.843,137854881335.521,412955691198.353,6.32224844519189,118.556626355761,56.4781447123388,165.43549152674,0.2666123966587716,0.0103429903370848,3.603857939196149,0.0135368700776209,107.00782949241336,107.0869821112934,106.5348504428648,106.5348504428648,0.5315603261770545,0.21,0.0552440894175067,0.0060891183639198,67.74142719682263,38.99632213960896,157.54149270566953,,,49.75817344965492,18.46938299669124,119.77413386778076,1.7685509551099394,0.2187177299506488,38673.812,1.111052565104522e-16,5.47481324276269,0.2645305587441705,98986.7,1.3437747177952144e-16,4.621425819630369,0.2692417151702205,82095.06,1.3677066707875602e-16,1.0,1.0,1.0,5.96689,0.211123,0.0,9.399221710512517,1,0,1
17,1208197197,1,197.5,197.5,184.971649,-2.481029,0.3,4,18.36,17.82,1.256,4.312,0.721,47.37,0.676138279496063,0.640464578903108,0.588886999929458,0.549779090424814,1.0,1.0,0.133333333333333,0.0967741935483871,1.27,0.01,5.25,0.04,0.82,0.0,17.7,0.0,40.99,0.41,39.918,0.3,235147751289.315,184701255555.035,171137920416.542,221625380781.93,1.36320780610972,1.4087362679797,0.270236017382809,2.32049143531725,0.0708919370513224,0.0080657485360187,3.631509210524971,0.016844677841498,87.07648858585937,87.41556240927254,87.26578183800358,87.26578183800358,0.192205148819053,0.17,,,,,,0.0249200526264699,0.006427967891238,130.558429457156,38.47563504854265,206.213603165982,inf,inf,217.15735,inf,0.0169822264525512,0.0697969471042712,470.13696,4.1300621656400763e-17,0.0607474077073906,0.3920041236032739,299.43552,2.3195876995165925e-16,2.0,1.0,1.0,,,-99.0,12.662509781417056,1,1,0
18,1209131247,6,131.5,247.5,185.602194,-1.377202,0.2954,4,19.643,19.159,1.129,2.546,0.667,102.72,0.615920744566381,0.572139905494339,0.508534358210208,0.460650698299677,1.0,1.0,1.0,1.0,1.05,0.0,1.81,0.01,0.52,0.0,19.14,0.0,-83.4,0.18,25.546,0.2954,117993043157.431,93549582200.0073,72308704358.6012,116315212158.878,32.4361985752424,29.5761079942592,13.1495377907567,39.5065461257766,0.0645627240572329,0.0061965198741464,2.6868197179477726,0.1036607155853091,52.93965839402961,52.88708959849292,52.82507159444246,52.82507159444246,0.1154397744950073,0.09,0.0252945895316983,0.0031826541315895,180.04503532475607,32.40453238958193,93.37793612396273,0.0516946679887495,0.0115878512938835,136.1230863033388,17.200605728057397,119.4794275926256,0.2500898642856001,0.1113249835931012,4477.807,6.825809955307163e-17,2.1901743903994464,0.1174067837145712,37183.258,7.198711082039432e-17,1.2580995053633357,0.1101871855866425,22758.615,6.756046702630648e-17,1.0,1.0,1.0,2.85206,0.131982,0.0,10.03926853618609,1,1,1
19,1209197197,2,197.5,197.5,185.598526,-1.379979,0.2954,4,18.877,18.366,1.602,3.28,0.784,156.12,0.615920744566381,0.572139905494339,0.508534358210208,0.460650698299677,1.0,1.0,1.0,1.0,1.82,0.01,1.9,0.02,0.64,0.0,18.28,0.01,-30.58,0.46,176.302,0.2954,143777376216.764,184369420608.634,139443581947.226,215318098869.259,1.22811542450774e-10,4.9348701328814815e-09,1.8184701430429096e-56,6.00552608741488,0.1038815118563905,0.003991419467944,2.661638425341354,0.0291895891736522,64.32671387273967,64.19154428504574,64.29632300071432,64.29632300071432,0.1370553012970316,0.22,0.0096349201057193,0.0023891128017065,261.4051004116348,14.472790907850191,99.7242258757099,0.0255269289452806,0.0085005143896374,233.9713949109908,18.284147684040352,126.33614331347312,3.789291862292291,6.499360758164559,2831.2427,3.985035518025584e-15,5.8785811197962925,0.4599360521933919,62067.57,2.8200642681800315e-16,2.2047739379090565,0.4281946863328989,25004.172,2.62544440470221e-16,2.0,1.0,1.0,4.14242,0.15747,0.0,7.990717963984146,1,1,1
20,1501176107,4,176.5,107.5,212.30645,1.778244,0.3086,4,18.71,18.145,1.355,3.961,0.747,162.11,0.612897444167524,0.577237095458965,0.519972599920906,0.473332005149774,1.0,1.0,0.05,0.147887323943662,1.29,0.01,3.0,0.03,0.62,0.0,18.2,0.01,-19.5,0.24,110.853,0.3086,230284380271.939,195493280095.85,146078458730.373,224366889162.042,1.35381905846229,0.022399181416825,1.3689645696650302e-85,0.526717365965161,0.2336603261436632,0.0062784517244744,3.3080285310064133,0.0162022095728976,74.86826719219565,75.21598485551684,74.28867401612221,74.28867401612221,0.8900969227216705,0.26,,,,,,0.0464584005359707,0.0115131803582398,138.5199618717781,23.46124835489214,233.35566651232597,,,0.0,,0.973849108522858,1.0626671917063184,1891.7493,5.891476841754564e-16,6.333546891785433,8.94588767222173,1461.4795,4.959642159009791e-15,0.0,2.0,2.0,,,-99.0,11.423012990386736,1,1,0
21,1501196198,3,196.5,198.5,212.305338,1.783299,0.3092,4,18.311,17.713,2.309,6.545,0.723,139.85,0.612897444167524,0.577237095458965,0.519972599920906,0.473332005149774,1.0,0.833333333333333,0.0094339622641509,0.0096618357487922,2.59,0.04,3.67,0.04,0.82,0.0,17.59,0.01,-35.01,0.8,172.315,0.3092,154681183568.621,173382837113.441,153427538154.726,199651318282.673,2.17345517695842e-267,5.8657827844153407e-67,0.0,7.01715756508986e-08,0.0606143861036431,0.0030892443600718,3.6102194885134646,0.0743318611199746,106.07602302860508,105.80161053950236,106.75646381121052,106.75646381121052,0.6805315600752949,0.27,,,,,,0.0600044301745431,0.0216246750500694,43.97526310001143,17.76783749552657,247.7909144663135,inf,inf,68.963394,inf,0.0002133995562695,0.0056918834518724,176.33397,3.1414932429938066e-18,9.138748212083103e-05,0.0044329606656256,96.95971,2.446662180501797e-18,2.0,1.0,1.0,,,-99.0,6.315585510572302,1,1,0
22,1501224275,5,224.5,275.5,212.303782,1.787577,0.311,4,19.783,19.183,0.947,2.578,0.787,164.31,0.612897444167524,0.577237095458965,0.519972599920906,0.473332005149774,1.0,1.0,0.944444444444444,0.571428571428571,0.76,0.01,3.06,0.03,0.81,0.0,19.15,0.0,15.92,0.68,23.96,0.311,30364607619.076,48190591800.7137,30681828657.6427,98273127126.0895,2.34052610541284,4.76524145837734,6.1902551742344e-40,27.8111597476068,0.0520939281717684,0.007120016898418,3.042210674557178,0.0278938942852844,54.209931747431966,54.42476309040619,54.39412700139887,54.39412700139887,0.1942118813755813,0.26,0.1461982273385798,0.0306312390899738,138.96772682586857,25.56047369644897,164.4662278766863,0.0283458451101621,0.0085370487743783,69.36678149615206,22.33449829683215,165.613540210858,0.5734110413476429,0.2264805596707121,3327.9194,1.2333647547981978e-16,1.8348786749742807,0.3856468632783651,6253.962,2.1001504484869208e-16,1.678727604057853,0.3628348975009635,6081.474,1.9759213551889486e-16,1.0,1.0,1.0,,,-99.0,10.46556234861494,1,1,0
23,1501339278,9,339.5,278.5,212.29739,1.787744,0.3096,4,19.886,19.286,0.846,2.188,0.82,120.88,0.612897444167524,0.577237095458965,0.519972599920906,0.473332005149774,1.0,1.0,0.0714285714285714,0.0178571428571429,0.73,0.0,2.52,0.01,0.64,0.0,19.26,0.0,81.59,0.16,4.307,0.3096,12744712343.6516,25675447575.4361,14481535253.7537,33268088591.1912,2.51831797240721,5.36765238305488,1.48772405213025,8.2630532412424,0.0459685258709181,0.0085628290592013,2.8704463341437987,0.0064652937077473,56.87142562986679,61.46629468008611,56.68195221601336,56.68195221601336,0.1924345255790433,0.06,,,,,,0.0368617945086303,0.0099743392073841,208.59192165304623,18.28346277600346,197.19445486207988,0.0001576825117006,0.0024110861692152,58.359417,1.32677397978948e-18,3.770742214115679e-05,0.0005765753159354,58.359417,3.1727821939314965e-19,0.0001576825117006,0.0024110861692152,58.359417,1.32677397978948e-18,1.0,2.0,1.0,,,-99.0,11.241595025529373,1,1,0
24,1502197197,2,197.5,197.5,212.63269,2.560971,0.2961,4,18.636,18.036,1.371,4.276,0.62,140.81,0.574015557139538,0.530238547790088,0.468300677296959,0.424455039448311,1.0,1.0,0.416666666666667,0.128378378378378,1.49,0.01,3.59,0.01,0.47,0.0,17.97,0.0,-39.15,0.07,17.816,0.2961,286146676870.054,200915195545.73,182850591352.336,225403334710.229,1.3039602250088899e-18,1.33578982023527e-21,4.44799287655915e-132,1.85634233776032e-05,0.0224398491424755,0.006226857187839,3.345331315758216,0.0072378102390065,87.68666313678538,87.90227195619511,87.55898664237039,87.55898664237039,0.1549186076337486,0.16,,,,,,0.0346886908166695,0.0095805564714992,194.3349202856733,27.42479942759317,255.45886110909936,inf,inf,1396.3042,inf,18.251963981849933,22.45878896239112,1773.8682,1.3695689456951899e-14,inf,inf,1671.3936,inf,2.0,2.0,2.0,0.11514,0.0294583,1.0,12.297249568181313,1,1,0
25,1502277280,4,277.5,280.5,212.628242,2.565582,0.2953,4,19.809,19.27,0.794,2.463,0.835,112.49,0.574015557139538,0.530238547790088,0.468300677296959,0.424455039448311,1.0,1.0,0.333333333333333,0.16,0.72,0.01,4.3,0.04,0.53,0.0,19.23,0.0,-75.39,0.14,9.898,0.2953,16151788013.6435,23816000787.0854,17403265510.3996,34759801500.436,0.0004607462507104,0.0011472893499046,1.68737221926768e-18,0.199527816158054,0.0374721436462182,0.00943483809596,3.1463675409623986,0.0431127100827432,55.05391708172572,54.78320575955094,55.09349197766306,55.09349197766306,0.0608374621983173,0.11,,,,,,0.046138792159823,0.0174903130697034,96.7979412934968,22.598165121048407,163.84366699975453,inf,inf,139.33745,inf,0.0073717855951443,0.0190526239309378,354.06635,1.1691075925182377e-17,0.0350022999507486,0.0980196382140151,326.77606,6.014683524289512e-17,2.0,2.0,2.0,,,-99.0,12.760149357424677,1,1,0
26,1503197197,2,197.5,197.5,213.618958,-0.415222,0.2875,4,19.408,18.814,1.049,3.099,0.91,87.25,0.613778016046624,0.568136536545443,0.501603731280388,0.452662906047908,1.0,1.0,0.1,0.0238095238095238,0.97,0.01,3.53,0.03,0.92,0.0,18.75,0.0,-48.35,1.59,23.954,0.2875,88946374438.4572,81276942588.4171,72790667298.0341,90000438186.9672,8.85404432622689e-07,2.97029632580364e-08,3.50533255904053e-25,0.003137014409275,0.0220523079740051,0.0062219099692582,3.251604462680444,0.175592823845034,74.03670078624687,73.92348537320397,74.10009328142432,74.10009328142432,0.0716930220108748,0.18,,,,,,0.0479042364481101,0.0145043869892724,71.08396543508279,18.73568434473463,195.8280597340224,0.0009583460564278,0.0198503345201784,79.22966,1.2953050160741816e-17,3.193244372719313e-05,0.0003995464085831,131.15903,2.6071825976841773e-19,2.5251723930287484e-05,0.0005230419261031,79.22966,3.41303482724608e-19,3.0,3.0,3.0,,,-99.0,9.515120130404698,1,1,0
27,1503208231,3,208.5,231.5,213.618346,-0.413333,0.2887,4,19.549,19.074,1.255,2.363,0.698,167.37,0.613778016046624,0.568136536545443,0.501603731280388,0.452662906047908,1.0,1.0,1.0,1.0,1.18,0.0,0.8,0.01,0.65,0.0,19.14,0.01,-11.59,0.6,51.109,0.2887,47852842171.8882,49162374042.2657,42241592606.1358,58075076647.7071,6.16710487348341,1.60734298789186,0.0352261707860814,6.114963781551,0.1485078890555833,0.0067091374540329,2.253808320305069,0.0244930891405731,39.97692124332886,40.5341473831771,40.06014779079117,40.06014779079117,0.3427317057876002,0.41,0.0510998583214206,0.003775468430541,151.93085532515622,46.14282309034307,80.54286285031985,0.0574123193905799,0.0154558509178157,137.379413535568,14.041933745537431,85.88536419488335,0.2706466510921404,0.1383731377365815,5158.4146,8.943439108027357e-17,2.543583014611353,0.1097297517516329,61134.574,7.092137745679272e-17,1.3500764039043451,0.1113198783925008,31985.342,7.194912034239005e-17,1.0,1.0,1.0,2.4745,0.0609438,0.0,8.799104055360813,1,1,1
28,1505197196,1,197.5,196.5,214.658035,-1.718046,0.3169,4,19.455,18.817,0.935,3.106,0.912,85.65,0.665988167019947,0.624043421142827,0.560061082573324,0.508536010307666,1.0,1.0,0.0,0.0,0.87,0.02,5.93,0.15,0.8,0.01,18.72,0.01,-60.75,1.2,82.324,0.3169,141308644321.366,159489150682.268,142700641149.059,171126419108.743,0.0686980366613462,0.600446871103705,0.106661195940172,2.30689801774031,0.0230668584436904,0.007069635556858,3.4161312793680043,0.2045168857779425,68.29630671549886,68.50974212469868,68.25802504539872,68.25802504539872,0.11164938046203,0.2,,,,,,0.0328628351568388,0.0102337392624509,129.708809623827,26.40818026542803,217.4665801170601,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,,,-99.0,10.962447090990775,1,1,0
30,1506211197,1,211.5,197.5,215.288599,1.623521,0.2963,4,19.265,18.643,0.99,2.885,0.892,88.99,0.636032959683653,0.58996464212733,0.522261414069197,0.471807722397973,1.0,1.0,0.05,0.0416666666666667,0.92,0.0,4.02,0.02,0.77,0.0,18.57,0.0,70.72,0.27,8.489,0.2963,210209304070.89,190570519359.918,157945650969.181,217808346250.227,0.185761011193574,0.68220145428165,0.0778261191757487,4.39180402884422,0.0415706609079309,0.0066426194673298,3.278469843309753,0.0084453664461002,75.33662183448237,74.77432180490729,75.37337961396265,75.37337961396265,0.0645439912818169,0.19,,,,,,0.0227954794785152,0.0078639801322651,293.5612912951244,21.876643591414297,194.8404701394816,inf,inf,75.193275,inf,0.007558217888068,0.0422068077912269,277.7459,2.5698370843111278e-17,inf,inf,130.50766,inf,2.0,2.0,2.0,,,-99.0,11.469054122436273,1,1,0
31,1506279269,5,279.5,269.5,215.28482,1.627521,0.2966,4,19.557,19.136,1.62,3.807,0.819,109.51,0.636032959683653,0.58996464212733,0.522261414069197,0.471807722397973,1.0,0.849514563106796,1.0,1.0,1.98,0.02,2.18,0.03,0.59,0.0,19.04,0.01,-54.88,0.41,42.896,0.2966,52903634103.5158,54567638897.6479,36185117930.1275,64161760771.4322,3.12320663103216,0.751189154692799,1.69650891789016e-06,3.4440455423922,0.1216596600309588,0.0052709188496292,2.673834952457158,0.0443602001761827,75.31572348600092,75.47702392486599,75.45553494439943,75.45553494439943,0.2741894740339534,0.19,0.029443225057095,0.0052844175037453,202.59546045934272,49.28371494790609,77.30453376055083,0.0745271002893993,0.02253331661331,153.11407351831542,10.056792751208809,98.87796669149373,0.8314160413564113,0.2035562853254963,14832.74,1.236507248510717e-16,3.104646615970241,0.1904565005775834,59197.57,1.1569323104594402e-16,1.4461975292642062,0.1761011426178245,29823.111,1.0697303646004658e-16,1.0,1.0,1.0,3.02747,0.0667532,0.0,5.6040391368700275,1,1,1
32,1507084083,4,84.5,83.5,215.626838,0.401127,0.2581,4,19.651,19.388,1.066,2.973,0.603,163.83,0.660450728460671,0.62512838458831,0.573599634380519,0.536029848772468,1.0,0.833333333333333,1.0,1.0,0.71,0.0,1.76,0.02,0.49,0.0,19.55,0.0,-60.56,0.22,22.64,0.2581,5462491534.66416,6237497562.4166,5251699348.80089,8618548256.00273,1.4619031279487,1.08475158591872,5.16359467136772e-07,1.94337003940743,0.2268234859812611,0.0111241591915444,2.9214029638677363,0.0311826740695824,74.68251517016935,74.69790073243911,75.25089161076595,75.25089161076595,1.16767364555028,0.14,0.0612499703811157,0.0037680981496553,17.40137886923636,139.2142990843738,58.76910420623466,,,13.843970910488258,21.976682057953667,60.40969327466607,0.7150469461046239,0.0427040109334299,25495.09,3.565434085392086e-17,2.411459367126272,0.034221616062749,107292.68,2.8572237993647084e-17,1.9960872154758509,0.0372540572448722,81582.42,3.110407725566469e-17,1.0,1.0,1.0,2.52193,0.0196845,0.0,13.971116765713012,1,0,1
